county,office,district,party,candidate,votes,winner,write-in
Maricopa,State Senate,26,REP,Jerry Lewis,19442,,
,State Senate,26,DEM,Ed Ableser,26051,TRUE,
,State Senate,26,LBT,Damian Trabel,2747,,
,State Senate,26,REP,Jerry Lewis,19442,,
Maricopa,State Senate,27,DEM,Leah Landrum,33137,,
Maricopa,State Senate,27,REP,Sarah Coleman,10333,,
,State Senate,27,DEM,Leah Landrum,33137,TRUE,
,State Senate,27,REP,Sarah Coleman,10333,,
Maricopa,State Senate,28,DEM,Eric Shelley,39243,,
Maricopa,State Senate,28,REP,Adam Driggs,49160,,
,State Senate,28,DEM,Eric Shelley,39243,,
,State Senate,28,REP,Adam Driggs,49160,TRUE,
Maricopa,State Senate,29,DEM,Steve Gallardo,27931,,
,State Senate,29,DEM,Steve Gallardo,27931,TRUE,
Maricopa,State Senate,30,DEM,Robert Meza,27485,,
,State Senate,30,DEM,Robert Meza,27485,TRUE,
Maricopa,State Representative,1,REP,Karen Fann,17809,,
Maricopa,State Representative,1,REP,Andy Tobin,17536,,
Yavapai,State Representative,1,REP,Karen Fann,42991,,
Yavapai,State Representative,1,REP,Andy Tobin,44843,,
,State Representative,1,REP,Karen Fann,60800,TRUE,
,State Representative,1,REP,Andy Tobin,62379,TRUE,
Pima,State Representative,2,DEM,Andrea Dalessandro,21135,,
Pima,State Representative,2,DEM,Rosanna Gabaldon,20329,,
Pima,State Representative,2,REP,John Christopher Ackerley,19852,,
Santa Cruz,State Representative,2,DEM,Andrea Dalessandro,7131,,
Santa Cruz,State Representative,2,DEM,Rosanna Gabaldon,6752,,
Santa Cruz,State Representative,2,REP,John Christopher Ackerley,3825,,
,State Representative,2,DEM,Andrea Dalessandro,28266,TRUE,
,State Representative,2,DEM,Rosanna Gabaldon,27081,TRUE,
,State Representative,2,REP,John Christopher Ackerley,23677,,
Pima,State Representative,3,DEM,Sally Ann Gonzales,35795,,
Pima,State Representative,3,DEM,Macario Saldate,30662,,
,State Representative,3,DEM,Sally Ann Gonzales,35795,TRUE,
,State Representative,3,DEM,Macario Saldate,30662,TRUE,
Maricopa,State Representative,4,DEM,Juan Carlos 'J.C.' Escamilla,6808,,
Maricopa,State Representative,4,DEM,Lisa Otondo,7740,,
Pima,State Representative,4,DEM,Juan Carlos 'J.C.' Escamilla,4567,,
Pima,State Representative,4,DEM,Lisa Otondo,5120,,
Pinal,State Representative,4,DEM,Juan Carlos 'J.C.' Escamilla,67,,
Pinal,State Representative,4,DEM,Lisa Otondo,87,,
Yuma,State Representative,4,DEM,Juan Carlos 'J.C.' Escamilla,9056,,
Yuma,State Representative,4,DEM,Lisa Otondo,10387,,
,State Representative,4,DEM,Juan Carlos 'J.C.' Escamilla,20498,TRUE,
,State Representative,4,DEM,Lisa Otondo,23334,TRUE,
La Paz,State Representative,5,DEM,P.L. Durbin,1788,,
La Paz,State Representative,5,REP,Sonny Borrelli,2634,,
La Paz,State Representative,5,REP,Doris Goodale,2698,,
Mohave,State Representative,5,DEM,P.L. Durbin,18859,,
Mohave,State Representative,5,REP,Sonny Borrelli,32520,,
Mohave,State Representative,5,REP,Doris Goodale,38519,,
,State Representative,5,DEM,P.L. Durbin,20647,,
,State Representative,5,REP,Sonny Borrelli,35154,TRUE,
,State Representative,5,REP,Doris Goodale,41217,TRUE,
Coconino,State Representative,6,DEM,Doug Ballard,18238,,
Coconino,State Representative,6,DEM,Angela Lefevre,19342,,
Coconino,State Representative,6,REP,Brenda Barton,13529,,
Coconino,State Representative,6,REP,Bob Thorpe,14746,,
Gila,State Representative,6,DEM,Doug Ballard,3318,,
Gila,State Representative,6,DEM,Angela Lefevre,3437,,
Gila,State Representative,6,REP,Brenda Barton,7813,,
Gila,State Representative,6,REP,Bob Thorpe,8004,,
Navajo,State Representative,6,DEM,Doug Ballard,2254,,
Navajo,State Representative,6,DEM,Angela Lefevre,2284,,
Navajo,State Representative,6,REP,Brenda Barton,7283,,
Navajo,State Representative,6,REP,Bob Thorpe,7271,,
Yavapai,State Representative,6,DEM,Doug Ballard,10464,,
Yavapai,State Representative,6,DEM,Angela Lefevre,11239,,
Yavapai,State Representative,6,REP,Brenda Barton,12497,,
Yavapai,State Representative,6,REP,Bob Thorpe,12654,,
,State Representative,6,DEM,Doug Ballard,34274,,
,State Representative,6,DEM,Angela Lefevre,36302,,
,State Representative,6,REP,Brenda Barton,41122,TRUE,
,State Representative,6,REP,Bob Thorpe,42675,TRUE,
Apache,State Representative,7,DEM,Albert Hale,16607,,
Apache,State Representative,7,DEM,Jamescita Peshlakai,10358,,
Coconino,State Representative,7,DEM,Albert Hale,7460,,
Coconino,State Representative,7,DEM,Jamescita Peshlakai,6781,,
Gila,State Representative,7,DEM,Albert Hale,1079,,
Gila,State Representative,7,DEM,Jamescita Peshlakai,647,,
Graham,State Representative,7,DEM,Albert Hale,782,,
Graham,State Representative,7,DEM,Jamescita Peshlakai,406,,
Mohave,State Representative,7,DEM,Albert Hale,155,,
Mohave,State Representative,7,DEM,Jamescita Peshlakai,101,,
Navajo,State Representative,7,DEM,Albert Hale,14162,,
Navajo,State Representative,7,DEM,Jamescita Peshlakai,9976,,
Pinal,State Representative,7,DEM,Albert Hale,0,,
Pinal,State Representative,7,DEM,Jamescita Peshlakai,0,,
,State Representative,7,DEM,Albert Hale,40245,TRUE,
,State Representative,7,DEM,Jamescita Peshlakai,28269,TRUE,
Gila,State Representative,8,DEM,Ernest Bustamante,3046,,
Gila,State Representative,8,DEM,Emily Verdugo,2987,,
Gila,State Representative,8,REP,Frank Pratt,2658,,
Gila,State Representative,8,REP,Thomas 'T.J.' Shope,2273,,
Pinal,State Representative,8,DEM,Ernest Bustamante,18212,,
Pinal,State Representative,8,DEM,Emily Verdugo,17115,,
Pinal,State Representative,8,REP,Frank Pratt,21537,,
Pinal,State Representative,8,REP,Thomas 'T.J.' Shope,19829,,
,State Representative,8,DEM,Ernest Bustamante,21258,,
,State Representative,8,DEM,Emily Verdugo,20102,,
,State Representative,8,REP,Frank Pratt,24195,TRUE,
,State Representative,8,REP,Thomas 'T.J.' Shope,22102,TRUE,
Pima,State Representative,9,DEM,Mohur Sarah Sidhwa,40034,,
Pima,State Representative,9,DEM,Victoria Steele,44609,,
Pima,State Representative,9,REP,Ethan Orr,42626,,
,State Representative,9,DEM,Mohur Sarah Sidhwa,40034,,
,State Representative,9,DEM,Victoria Steele,44609,TRUE,
,State Representative,9,REP,Ethan Orr,42626,TRUE,
Pima,State Representative,10,DEM,Stefanje Mach,40843,,
Pima,State Representative,10,DEM,Bruce Wheeler,43058,,
Pima,State Representative,10,REP,Todd A. Clodfelter,35609,,
Pima,State Representative,10,REP,Ted Vogt,37758,,
,State Representative,10,DEM,Stefanje Mach,40843,TRUE,
,State Representative,10,DEM,Bruce Wheeler,43058,TRUE,
,State Representative,10,REP,Todd A. Clodfelter,35609,,
,State Representative,10,REP,Ted Vogt,37758,,
Pima,State Representative,11,DEM,Dave Joseph,23137,,
Pima,State Representative,11,REP,Adam Kwasman,29144,,
Pima,State Representative,11,REP,Steve Smith,29071,,
Pinal,State Representative,11,DEM,Dave Joseph,12570,,
Pinal,State Representative,11,REP,Adam Kwasman,12588,,
Pinal,State Representative,11,REP,Steve Smith,15857,,
,State Representative,11,DEM,Dave Joseph,35707,,
,State Representative,11,REP,Adam Kwasman,41732,TRUE,
,State Representative,11,REP,Steve Smith,44928,TRUE,
Maricopa,State Representative,12,REP,Eddie Farnsworth,53474,,
Maricopa,State Representative,12,REP,Warren Petersen,52219,,
Pinal,State Representative,12,REP,Eddie Farnsworth,451,,
Pinal,State Representative,12,REP,Warren Petersen,371,,
,State Representative,12,REP,Eddie Farnsworth,53925,TRUE,
,State Representative,12,REP,Warren Petersen,52590,TRUE,
Maricopa,State Representative,13,REP,Clair 'Van',92,,TRUE
Maricopa,State Representative,13,REP,Cheryl Brown,190,,TRUE
Maricopa,State Representative,13,REP,Robert Garcia,320,,TRUE
Maricopa,State Representative,13,REP,John Minore,26,,TRUE
Maricopa,State Representative,13,REP,Darin Mitchell,24407,,
Maricopa,State Representative,13,REP,Steve Montenegro,27668,,
Yavapai,State Representative,13,REP,Clair 'Van',0,,TRUE
Yavapai,State Representative,13,REP,Cheryl Brown,0,,TRUE
Yavapai,State Representative,13,REP,Robert Garcia,0,,TRUE
Yavapai,State Representative,13,REP,John Minore,0,,TRUE
Yavapai,State Representative,13,REP,Darin Mitchell,0,,
Yavapai,State Representative,13,REP,Steve Montenegro,0,,
Yuma,State Representative,13,REP,Clair 'Van',18,,TRUE
Yuma,State Representative,13,REP,Cheryl Brown,4,,TRUE
Yuma,State Representative,13,REP,Robert Garcia,3,,TRUE
Yuma,State Representative,13,REP,John Minore,199,,TRUE
Yuma,State Representative,13,REP,Darin Mitchell,11561,,
Yuma,State Representative,13,REP,Steve Montenegro,11704,,
,State Representative,13,REP,Clair 'Van',110,,TRUE
,State Representative,13,REP,Cheryl Brown,194,,TRUE
,State Representative,13,REP,Robert Garcia,323,,TRUE
,State Representative,13,REP,John Minore,225,,TRUE
,State Representative,13,REP,Darin Mitchell,35968,TRUE,
,State Representative,13,REP,Steve Montenegro,39372,TRUE,
Cochise,State Representative,14,DEM,Robert Leach,17317,,
Cochise,State Representative,14,DEM,Mark Stonebraker,17287,,
Cochise,State Representative,14,REP,David Gowan,24730,,
Cochise,State Representative,14,REP,David Stevens,24748,,
Graham,State Representative,14,DEM,Robert Leach,2558,,
Graham,State Representative,14,DEM,Mark Stonebraker,2735,,
Graham,State Representative,14,REP,David Gowan,6375,,
Graham,State Representative,14,REP,David Stevens,6495,,
Greenlee,State Representative,14,DEM,Robert Leach,1179,,
Greenlee,State Representative,14,DEM,Mark Stonebraker,1229,,
Greenlee,State Representative,14,REP,David Gowan,1141,,
Greenlee,State Representative,14,REP,David Stevens,1170,,
Pima,State Representative,14,DEM,Robert Leach,6621,,
Pima,State Representative,14,DEM,Mark Stonebraker,6518,,
Pima,State Representative,14,REP,David Gowan,11721,,
Pima,State Representative,14,REP,David Stevens,11172,,
,State Representative,14,DEM,Robert Leach,27675,,
,State Representative,14,DEM,Mark Stonebraker,27769,,
,State Representative,14,REP,David Gowan,43967,TRUE,
,State Representative,14,REP,David Stevens,43585,TRUE,
Maricopa,State Representative,15,DEM,Patricia Flickner,31775,,
Maricopa,State Representative,15,REP,John Allen,46612,,
Maricopa,State Representative,15,REP,Heather Carter,50716,,
,State Representative,15,DEM,Patricia Flickner,31775,,
,State Representative,15,REP,John Allen,46612,TRUE,
,State Representative,15,REP,Heather Carter,50716,TRUE,
Maricopa,State Representative,16,DEM,Matthew Cerra,15984,,
Maricopa,State Representative,16,DEM,Cara Prior,19,,TRUE
Maricopa,State Representative,16,GRN,Bill Maher,6341,,
Maricopa,State Representative,16,REP,Doug Coleman,25893,,
Maricopa,State Representative,16,REP,Kelly Townsend,26855,,
Pinal,State Representative,16,DEM,Matthew Cerra,8958,,
Pinal,State Representative,16,DEM,Cara Prior,215,,TRUE
Pinal,State Representative,16,GRN,Bill Maher,2753,,
Pinal,State Representative,16,REP,Doug Coleman,15170,,
Pinal,State Representative,16,REP,Kelly Townsend,13865,,
,State Representative,16,DEM,Matthew Cerra,24942,,
,State Representative,16,DEM,Cara Prior,234,,TRUE
,State Representative,16,GRN,Bill Maher,9094,,
,State Representative,16,REP,Doug Coleman,41063,TRUE,
,State Representative,16,REP,Kelly Townsend,40720,TRUE,
Maricopa,State Representative,17,DEM,Karyn Lathan,36265,,
Maricopa,State Representative,17,REP,Tom Forese,44422,,
Maricopa,State Representative,17,REP,Jason Harris,41,,TRUE
Maricopa,State Representative,17,REP,J.D. Mesnard,42955,,
,State Representative,17,DEM,Karyn Lathan,36265,,
,State Representative,17,REP,Tom Forese,44422,TRUE,
,State Representative,17,REP,Jason Harris,41,,TRUE
,State Representative,17,REP,J.D. Mesnard,42955,TRUE,
Maricopa,State Representative,18,DEM,Darin Fisher,38347,,
Maricopa,State Representative,18,DEM,Corey Harris,39409,,
Maricopa,State Representative,18,IND,Brent Fine,8221,,
Maricopa,State Representative,18,REP,Jeff Dial,46095,,
Maricopa,State Representative,18,REP,Bob Robson,44204,,
,State Representative,18,DEM,Darin Fisher,38347,,
,State Representative,18,DEM,Corey Harris,39409,,
,State Representative,18,IND,Brent Fine,8221,,
,State Representative,18,REP,Jeff Dial,46095,TRUE,
,State Representative,18,REP,Bob Robson,44204,TRUE,
Maricopa,State Representative,19,DEM,Mark A. Cardenas,23007,,
Maricopa,State Representative,19,DEM,Lupe Chavira Contreras,23674,,
,State Representative,19,DEM,Mark A. Cardenas,23007,TRUE,
,State Representative,19,DEM,Lupe Chavira Contreras,23674,TRUE,
Maricopa,State Representative,20,DEM,Tonya Norwood,27542,,
Maricopa,State Representative,20,DEM,Jackie Thrasher,30342,,
Maricopa,State Representative,20,REP,Paul Boyer,37143,,
Maricopa,State Representative,20,REP,Carl Seel,32865,,
,State Representative,20,DEM,Tonya Norwood,27542,,
,State Representative,20,DEM,Jackie Thrasher,30342,,
,State Representative,20,REP,Paul Boyer,37143,TRUE,
,State Representative,20,REP,Carl Seel,32865,TRUE,
Maricopa,State Representative,21,DEM,Carol Lokare,28715,,
Maricopa,State Representative,21,DEM,Sheri Van Horsen,26790,,
Maricopa,State Representative,21,LBT,Helmuth Hack,4,,TRUE
Maricopa,State Representative,21,REP,Rick Gray,39791,,
Maricopa,State Representative,21,REP,Debbie Lesko,41023,,
,State Representative,21,DEM,Carol Lokare,28715,,
,State Representative,21,DEM,Sheri Van Horsen,26790,,
,State Representative,21,LBT,Helmuth Hack,4,,TRUE
,State Representative,21,REP,Rick Gray,39791,TRUE,
,State Representative,21,REP,Debbie Lesko,41023,TRUE,
Maricopa,State Representative,22,IND,Pat White,261,,TRUE
Maricopa,State Representative,22,REP,David Livingston,60093,,
Maricopa,State Representative,22,REP,Phil Lovas,58700,,
,State Representative,22,IND,Pat White,261,,TRUE
,State Representative,22,REP,David Livingston,60093,TRUE,
,State Representative,22,REP,Phil Lovas,58700,TRUE,
Maricopa,State Representative,23,REP,John Kavanagh,68527,,
Maricopa,State Representative,23,REP,Michelle Ugenti,66827,,
,State Representative,23,REP,John Kavanagh,68527,TRUE,
,State Representative,23,REP,Michelle Ugenti,66827,TRUE,
Maricopa,State Representative,24,DEM,Lela Alston,34018,,
Maricopa,State Representative,24,DEM,Chad Campbell,33075,,
Maricopa,State Representative,24,GRN,Gerard Davis,5946,,
Maricopa,State Representative,24,REP,Brian Kaufman,19491,,
,State Representative,24,DEM,Lela Alston,34018,TRUE,
,State Representative,24,DEM,Chad Campbell,33075,TRUE,
,State Representative,24,GRN,Gerard Davis,5946,,
,State Representative,24,REP,Brian Kaufman,19491,,
Maricopa,State Representative,25,DEM,David Butler,29169,,
Maricopa,State Representative,25,REP,Justin D. Olson,48335,,
Maricopa,State Representative,25,REP,Justin Pierce,50017,,
,State Representative,25,DEM,David Butler,29169,,
,State Representative,25,REP,Justin D. Olson,48335,TRUE,
,State Representative,25,REP,Justin Pierce,50017,TRUE,
Maricopa,State Representative,26,DEM,Juan Mendez,24213,,
Maricopa,State Representative,26,DEM,Andrew Sherwood,23481,,
Maricopa,State Representative,26,GRN,Haryaksha Gregor Knauer,1872,,
Maricopa,State Representative,26,LBT,Chris Will,3480,,
Maricopa,State Representative,26,REP,Raymond O. Speakman,16153,,
Maricopa,State Representative,26,REP,Mary Lou Taylor,16766,,
,State Representative,26,DEM,Juan Mendez,24213,TRUE,
,State Representative,26,DEM,Andrew Sherwood,23481,TRUE,
,State Representative,26,GRN,Haryaksha Gregor Knauer,1872,,
,State Representative,26,LBT,Chris Will,3480,,
,State Representative,26,REP,Raymond O. Speakman,16153,,
,State Representative,26,REP,Mary Lou Taylor,16766,,
Maricopa,State Representative,27,DEM,Ruben Gallego,27522,,
Maricopa,State Representative,27,DEM,Catherine Miranda,28683,,
Maricopa,State Representative,27,GRN,Angel Torres,3702,,
Maricopa,State Representative,27,REP,Daniel Coleman,10088,,
,State Representative,27,DEM,Ruben Gallego,27522,TRUE,
,State Representative,27,DEM,Catherine Miranda,28683,TRUE,
,State Representative,27,GRN,Angel Torres,3702,,
,State Representative,27,REP,Daniel Coleman,10088,,
Maricopa,State Representative,28,DEM,Eric Meyer,43081,,
Maricopa,State Representative,28,LBT,Jim Iannuzo,10589,,
Maricopa,State Representative,28,REP,Kate Brophy McGee,46225,,
Maricopa,State Representative,28,REP,Amanda Reeve,41102,,
,State Representative,28,DEM,Eric Meyer,43081,TRUE,
,State Representative,28,LBT,Jim Iannuzo,10589,,
,State Representative,28,REP,Kate Brophy McGee,46225,TRUE,
,State Representative,28,REP,Amanda Reeve,41102,,
Maricopa,State Representative,29,DEM,Lydia Hernandez,21870,,
Maricopa,State Representative,29,DEM,Martin J. Quezada,20150,,
,State Representative,29,DEM,Lydia Hernandez,21870,TRUE,
,State Representative,29,DEM,Martin J. Quezada,20150,TRUE,
Maricopa,State Representative,30,DEM,Jonathan Larkin,20502,,
Maricopa,State Representative,30,DEM,Debbie McCune-Davis,21951,,
Maricopa,State Representative,30,REP,Aaron Gidwani,157,,TRUE
,State Representative,30,DEM,Jonathan Larkin,20502,TRUE,
,State Representative,30,DEM,Debbie McCune-Davis,21951,TRUE,
,State Representative,30,REP,Aaron Gidwani,157,,TRUE
Apache,Corporation Commissioner,,DEM,Marcia Susching,10341,,
Apache,Corporation Commissioner,,DEM,Sandra Kennedy,13502,,
Apache,Corporation Commissioner,,DEM,Paul Newman,13235,,
Apache,Corporation Commissioner,,GRN,Thomas Meadows,988,,
Apache,Corporation Commissioner,,GRN,Daniel Pout,572,,
Apache,Corporation Commissioner,,LBT,Christopher Gohl,1041,,
Apache,Corporation Commissioner,,REP,Susan Bitter Smith,5845,,
Apache,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",5838,,
Apache,Corporation Commissioner,,REP,Bob Stump,5667,,
Cochise,Corporation Commissioner,,DEM,Marcia Susching,15112,,
Cochise,Corporation Commissioner,,DEM,Sandra Kennedy,16814,,
Cochise,Corporation Commissioner,,DEM,Paul Newman,17577,,
Cochise,Corporation Commissioner,,GRN,Thomas Meadows,1869,,
Cochise,Corporation Commissioner,,GRN,Daniel Pout,1420,,
Cochise,Corporation Commissioner,,LBT,Christopher Gohl,2596,,
Cochise,Corporation Commissioner,,REP,Susan Bitter Smith,22491,,
Cochise,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",23048,,
Cochise,Corporation Commissioner,,REP,Bob Stump,23217,,
Coconino,Corporation Commissioner,,DEM,Marcia Susching,21374,,
Coconino,Corporation Commissioner,,DEM,Sandra Kennedy,24429,,
Coconino,Corporation Commissioner,,DEM,Paul Newman,24679,,
Coconino,Corporation Commissioner,,GRN,Thomas Meadows,2584,,
Coconino,Corporation Commissioner,,GRN,Daniel Pout,2175,,
Coconino,Corporation Commissioner,,LBT,Christopher Gohl,3148,,
Coconino,Corporation Commissioner,,REP,Susan Bitter Smith,15050,,
Coconino,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",15553,,
Coconino,Corporation Commissioner,,REP,Bob Stump,17327,,
Gila,Corporation Commissioner,,DEM,Marcia Susching,6617,,
Gila,Corporation Commissioner,,DEM,Sandra Kennedy,7576,,
Gila,Corporation Commissioner,,DEM,Paul Newman,7867,,
Gila,Corporation Commissioner,,GRN,Thomas Meadows,686,,
Gila,Corporation Commissioner,,GRN,Daniel Pout,510,,
Gila,Corporation Commissioner,,LBT,Christopher Gohl,1049,,
Gila,Corporation Commissioner,,REP,Susan Bitter Smith,9905,,
Gila,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",9943,,
Gila,Corporation Commissioner,,REP,Bob Stump,10555,,
Graham,Corporation Commissioner,,DEM,Marcia Susching,2988,,
Graham,Corporation Commissioner,,DEM,Sandra Kennedy,3567,,
Graham,Corporation Commissioner,,DEM,Paul Newman,3879,,
Graham,Corporation Commissioner,,GRN,Thomas Meadows,312,,
Graham,Corporation Commissioner,,GRN,Daniel Pout,220,,
Graham,Corporation Commissioner,,LBT,Christopher Gohl,534,,
Graham,Corporation Commissioner,,REP,Susan Bitter Smith,6010,,
Graham,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",6148,,
Graham,Corporation Commissioner,,REP,Bob Stump,6186,,
Greenlee,Corporation Commissioner,,DEM,Marcia Susching,1028,,
Greenlee,Corporation Commissioner,,DEM,Sandra Kennedy,1199,,
Greenlee,Corporation Commissioner,,DEM,Paul Newman,1281,,
Greenlee,Corporation Commissioner,,GRN,Thomas Meadows,67,,
Greenlee,Corporation Commissioner,,GRN,Daniel Pout,42,,
Greenlee,Corporation Commissioner,,LBT,Christopher Gohl,129,,
Greenlee,Corporation Commissioner,,REP,Susan Bitter Smith,1066,,
Greenlee,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",1111,,
Greenlee,Corporation Commissioner,,REP,Bob Stump,1083,,
La Paz,Corporation Commissioner,,DEM,Marcia Susching,1422,,
La Paz,Corporation Commissioner,,DEM,Sandra Kennedy,1710,,
La Paz,Corporation Commissioner,,DEM,Paul Newman,1773,,
La Paz,Corporation Commissioner,,GRN,Thomas Meadows,163,,
La Paz,Corporation Commissioner,,GRN,Daniel Pout,124,,
La Paz,Corporation Commissioner,,LBT,Christopher Gohl,279,,
La Paz,Corporation Commissioner,,REP,Susan Bitter Smith,2510,,
La Paz,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",2495,,
La Paz,Corporation Commissioner,,REP,Bob Stump,2814,,
Maricopa,Corporation Commissioner,,DEM,Marcia Susching,451887,,
Maricopa,Corporation Commissioner,,DEM,Sandra Kennedy,494889,,
Maricopa,Corporation Commissioner,,DEM,Paul Newman,496186,,
Maricopa,Corporation Commissioner,,GRN,Thomas Meadows,37694,,
Maricopa,Corporation Commissioner,,GRN,Daniel Pout,33754,,
Maricopa,Corporation Commissioner,,LBT,Christopher Gohl,70055,,
Maricopa,Corporation Commissioner,,REP,Susan Bitter Smith,576789,,
Maricopa,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",579161,,
Maricopa,Corporation Commissioner,,REP,Bob Stump,603572,,
Mohave,Corporation Commissioner,,DEM,Marcia Susching,15300,,
Mohave,Corporation Commissioner,,DEM,Sandra Kennedy,17837,,
Mohave,Corporation Commissioner,,DEM,Paul Newman,18397,,
Mohave,Corporation Commissioner,,GRN,Thomas Meadows,1976,,
Mohave,Corporation Commissioner,,GRN,Daniel Pout,1551,,
Mohave,Corporation Commissioner,,LBT,Christopher Gohl,3648,,
Mohave,Corporation Commissioner,,REP,Susan Bitter Smith,34762,,
Mohave,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",35591,,
Mohave,Corporation Commissioner,,REP,Bob Stump,36945,,
Navajo,Corporation Commissioner,,DEM,Marcia Susching,12409,,
Navajo,Corporation Commissioner,,DEM,Sandra Kennedy,14661,,
Navajo,Corporation Commissioner,,DEM,Paul Newman,15425,,
Navajo,Corporation Commissioner,,GRN,Thomas Meadows,1202,,
Navajo,Corporation Commissioner,,GRN,Daniel Pout,745,,
Navajo,Corporation Commissioner,,LBT,Christopher Gohl,1650,,
Navajo,Corporation Commissioner,,REP,Susan Bitter Smith,14787,,
Navajo,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",15026,,
Navajo,Corporation Commissioner,,REP,Bob Stump,15621,,
Pima,Corporation Commissioner,,DEM,Marcia Susching,155306,,
Pima,Corporation Commissioner,,DEM,Sandra Kennedy,171660,,
Pima,Corporation Commissioner,,DEM,Paul Newman,172924,,
Pima,Corporation Commissioner,,GRN,Thomas Meadows,12554,,
Pima,Corporation Commissioner,,GRN,Daniel Pout,10811,,
Pima,Corporation Commissioner,,LBT,Christopher Gohl,15790,,
Pima,Corporation Commissioner,,REP,Susan Bitter Smith,133745,,
Pima,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",134853,,
Pima,Corporation Commissioner,,REP,Bob Stump,135860,,
Pinal,Corporation Commissioner,,DEM,Marcia Susching,35530,,
Pinal,Corporation Commissioner,,DEM,Sandra Kennedy,40315,,
Pinal,Corporation Commissioner,,DEM,Paul Newman,40864,,
Pinal,Corporation Commissioner,,GRN,Thomas Meadows,3131,,
Pinal,Corporation Commissioner,,GRN,Daniel Pout,2532,,
Pinal,Corporation Commissioner,,LBT,Christopher Gohl,5375,,
Pinal,Corporation Commissioner,,REP,Susan Bitter Smith,46064,,
Pinal,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",46286,,
Pinal,Corporation Commissioner,,REP,Bob Stump,46732,,
Santa Cruz,Corporation Commissioner,,DEM,Marcia Susching,6269,,
Santa Cruz,Corporation Commissioner,,DEM,Sandra Kennedy,7441,,
Santa Cruz,Corporation Commissioner,,DEM,Paul Newman,7584,,
Santa Cruz,Corporation Commissioner,,GRN,Thomas Meadows,377,,
Santa Cruz,Corporation Commissioner,,GRN,Daniel Pout,305,,
Santa Cruz,Corporation Commissioner,,LBT,Christopher Gohl,442,,
Santa Cruz,Corporation Commissioner,,REP,Susan Bitter Smith,2933,,
Santa Cruz,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",3146,,
Santa Cruz,Corporation Commissioner,,REP,Bob Stump,2932,,
Yavapai,Corporation Commissioner,,DEM,Marcia Susching,27716,,
Yavapai,Corporation Commissioner,,DEM,Sandra Kennedy,31462,,
Yavapai,Corporation Commissioner,,DEM,Paul Newman,31889,,
Yavapai,Corporation Commissioner,,GRN,Thomas Meadows,3352,,
Yavapai,Corporation Commissioner,,GRN,Daniel Pout,2990,,
Yavapai,Corporation Commissioner,,LBT,Christopher Gohl,5106,,
Yavapai,Corporation Commissioner,,REP,Susan Bitter Smith,46928,,
Yavapai,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",48208,,
Yavapai,Corporation Commissioner,,REP,Bob Stump,53083,,
Yuma,Corporation Commissioner,,DEM,Marcia Susching,13173,,
Yuma,Corporation Commissioner,,DEM,Sandra Kennedy,15814,,
Yuma,Corporation Commissioner,,DEM,Paul Newman,15166,,
Yuma,Corporation Commissioner,,GRN,Thomas Meadows,975,,
Yuma,Corporation Commissioner,,GRN,Daniel Pout,856,,
Yuma,Corporation Commissioner,,LBT,Christopher Gohl,1648,,
Yuma,Corporation Commissioner,,REP,Susan Bitter Smith,16688,,
Yuma,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",16750,,
Yuma,Corporation Commissioner,,REP,Bob Stump,17440,,
,Corporation Commissioner,,DEM,Marcia Susching,776472,,
,Corporation Commissioner,,DEM,Sandra Kennedy,862876,,
,Corporation Commissioner,,DEM,Paul Newman,868726,,
,Corporation Commissioner,,GRN,Thomas Meadows,67950,,
,Corporation Commissioner,,GRN,Daniel Pout,58607,,
,Corporation Commissioner,,LBT,Christopher Gohl,112490,,
,Corporation Commissioner,,REP,Susan Bitter Smith,935573,TRUE,
,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",943157,TRUE,
,Corporation Commissioner,,REP,Bob Stump,979034,TRUE,
