county,precinct,office,district,party,candidate,votes,early,provisional,election_day
Greenlee,003 CLIFTON 1,Board of Supervisors Dist. 1,,IND,"HORN, NICOLE",204,134,1,69
Greenlee,004 CLIFTON 2,Board of Supervisors Dist. 1,,IND,"HORN, NICOLE",107,89,0,18
Greenlee,001 EAGLE,Board of Supervisors Dist. 2,,IND,"CAMPBELL, RON",9,8,0,1
Greenlee,002 BLUE,Board of Supervisors Dist. 2,,IND,"CAMPBELL, RON",24,16,0,8
Greenlee,005 MORENCI,Board of Supervisors Dist. 2,,IND,"CAMPBELL, RON",775,465,11,299
Greenlee,006 EAST PLANTSITE,Board of Supervisors Dist. 2,,IND,"CAMPBELL, RON",173,94,0,79
Greenlee,007 YORK/SHELDON,Board of Supervisors Dist. 3,,REP,"MENGES, SUZANNE",268,194,0,74
Greenlee,008 DUNCAN,Board of Supervisors Dist. 3,,REP,"MENGES, SUZANNE",283,197,4,82
Greenlee,007 YORK/SHELDON,Board of Supervisors Dist. 3,,IND,"LUNT, RICHARD",311,245,1,65
Greenlee,008 DUNCAN,Board of Supervisors Dist. 3,,IND,"LUNT, RICHARD",453,331,7,115
Greenlee,001 EAGLE,County Attorney,,IND,"FORD, JEREMY",8,7,0,1
Greenlee,002 BLUE,County Attorney,,IND,"FORD, JEREMY",23,15,0,8
Greenlee,003 CLIFTON 1,County Attorney,,IND,"FORD, JEREMY",625,427,3,195
Greenlee,004 CLIFTON 2,County Attorney,,IND,"FORD, JEREMY",362,294,1,67
Greenlee,005 MORENCI,County Attorney,,IND,"FORD, JEREMY",779,463,11,305
Greenlee,006 EAST PLANTSITE,County Attorney,,IND,"FORD, JEREMY",184,98,0,86
Greenlee,007 YORK/SHELDON,County Attorney,,IND,"FORD, JEREMY",470,342,1,127
Greenlee,008 DUNCAN,County Attorney,,IND,"FORD, JEREMY",639,453,11,175
Greenlee,001 EAGLE,County Sheriff,,REP,"SUMNER, TIM",10,9,0,1
Greenlee,002 BLUE,County Sheriff,,REP,"SUMNER, TIM",24,16,0,8
Greenlee,003 CLIFTON 1,County Sheriff,,REP,"SUMNER, TIM",214,144,1,69
Greenlee,004 CLIFTON 2,County Sheriff,,REP,"SUMNER, TIM",107,90,0,17
Greenlee,005 MORENCI,County Sheriff,,REP,"SUMNER, TIM",361,207,6,148
Greenlee,006 EAST PLANTSITE,County Sheriff,,REP,"SUMNER, TIM",92,47,0,45
Greenlee,007 YORK/SHELDON,County Sheriff,,REP,"SUMNER, TIM",204,152,1,51
Greenlee,008 DUNCAN,County Sheriff,,REP,"SUMNER, TIM",321,224,6,91
Greenlee,001 EAGLE,County Sheriff,,DEM,"AVILA, LARRY",3,3,0,0
Greenlee,002 BLUE,County Sheriff,,DEM,"AVILA, LARRY",0,0,0,0
Greenlee,003 CLIFTON 1,County Sheriff,,DEM,"AVILA, LARRY",232,189,0,43
Greenlee,004 CLIFTON 2,County Sheriff,,DEM,"AVILA, LARRY",158,143,0,15
Greenlee,005 MORENCI,County Sheriff,,DEM,"AVILA, LARRY",175,125,1,49
Greenlee,006 EAST PLANTSITE,County Sheriff,,DEM,"AVILA, LARRY",39,28,0,11
Greenlee,007 YORK/SHELDON,County Sheriff,,DEM,"AVILA, LARRY",129,99,0,30
Greenlee,008 DUNCAN,County Sheriff,,DEM,"AVILA, LARRY",91,73,3,15
Greenlee,001 EAGLE,County Sheriff,,IND,"AGUILAR, JAIME",0,0,0,0
Greenlee,002 BLUE,County Sheriff,,IND,"AGUILAR, JAIME",0,0,0,0
Greenlee,003 CLIFTON 1,County Sheriff,,IND,"AGUILAR, JAIME",79,52,0,27
Greenlee,004 CLIFTON 2,County Sheriff,,IND,"AGUILAR, JAIME",61,55,0,6
Greenlee,005 MORENCI,County Sheriff,,IND,"AGUILAR, JAIME",68,41,1,26
Greenlee,006 EAST PLANTSITE,County Sheriff,,IND,"AGUILAR, JAIME",13,7,0,6
Greenlee,007 YORK/SHELDON,County Sheriff,,IND,"AGUILAR, JAIME",40,38,0,2
Greenlee,008 DUNCAN,County Sheriff,,IND,"AGUILAR, JAIME",48,39,0,9
Greenlee,001 EAGLE,County Sheriff,,IND,"ELLISON, ERIC",2,2,0,0
Greenlee,002 BLUE,County Sheriff,,IND,"ELLISON, ERIC",1,1,0,0
Greenlee,003 CLIFTON 1,County Sheriff,,IND,"ELLISON, ERIC",222,155,2,65
Greenlee,004 CLIFTON 2,County Sheriff,,IND,"ELLISON, ERIC",132,97,1,34
Greenlee,005 MORENCI,County Sheriff,,IND,"ELLISON, ERIC",277,172,3,102
Greenlee,006 EAST PLANTSITE,County Sheriff,,IND,"ELLISON, ERIC",60,32,0,28
Greenlee,007 YORK/SHELDON,County Sheriff,,IND,"ELLISON, ERIC",222,165,0,57
Greenlee,008 DUNCAN,County Sheriff,,IND,"ELLISON, ERIC",287,202,2,83
Greenlee,001 EAGLE,County Treasurer,,IND,"BERUBE, DIANE",11,10,0,1
Greenlee,002 BLUE,County Treasurer,,IND,"BERUBE, DIANE",21,14,0,7
Greenlee,003 CLIFTON 1,County Treasurer,,IND,"BERUBE, DIANE",652,452,3,197
Greenlee,004 CLIFTON 2,County Treasurer,,IND,"BERUBE, DIANE",403,331,1,71
Greenlee,005 MORENCI,County Treasurer,,IND,"BERUBE, DIANE",799,478,11,310
Greenlee,006 EAST PLANTSITE,County Treasurer,,IND,"BERUBE, DIANE",185,100,0,85
Greenlee,007 YORK/SHELDON,County Treasurer,,IND,"BERUBE, DIANE",542,407,1,134
Greenlee,008 DUNCAN,County Treasurer,,IND,"BERUBE, DIANE",672,475,11,186
Greenlee,001 EAGLE,County School Superintendent,,DEM,"BOLING, BRYAN",5,4,0,1
Greenlee,002 BLUE,County School Superintendent,,DEM,"BOLING, BRYAN",22,14,0,8
Greenlee,003 CLIFTON 1,County School Superintendent,,DEM,"BOLING, BRYAN",474,337,1,136
Greenlee,004 CLIFTON 2,County School Superintendent,,DEM,"BOLING, BRYAN",290,247,0,43
Greenlee,005 MORENCI,County School Superintendent,,DEM,"BOLING, BRYAN",590,352,10,228
Greenlee,006 EAST PLANTSITE,County School Superintendent,,DEM,"BOLING, BRYAN",138,69,0,69
Greenlee,007 YORK/SHELDON,County School Superintendent,,DEM,"BOLING, BRYAN",320,241,0,79
Greenlee,008 DUNCAN,County School Superintendent,,DEM,"BOLING, BRYAN",419,296,10,113
Greenlee,001 EAGLE,County Recorder,,IND,"MILHEIRO, SHARIE",9,8,0,1
Greenlee,002 BLUE,County Recorder,,IND,"MILHEIRO, SHARIE",23,15,0,8
Greenlee,003 CLIFTON 1,County Recorder,,IND,"MILHEIRO, SHARIE",667,468,3,196
Greenlee,004 CLIFTON 2,County Recorder,,IND,"MILHEIRO, SHARIE",404,332,1,71
Greenlee,005 MORENCI,County Recorder,,IND,"MILHEIRO, SHARIE",805,485,11,309
Greenlee,006 EAST PLANTSITE,County Recorder,,IND,"MILHEIRO, SHARIE",187,100,0,87
Greenlee,007 YORK/SHELDON,County Recorder,,IND,"MILHEIRO, SHARIE",515,387,1,127
Greenlee,008 DUNCAN,County Recorder,,IND,"MILHEIRO, SHARIE",634,444,11,179
Greenlee,001 EAGLE,County Assessor,,IND,"CATHCART, JOANN ""JOJO""",14,13,0,1
Greenlee,002 BLUE,County Assessor,,IND,"CATHCART, JOANN ""JOJO""",17,13,0,4
Greenlee,003 CLIFTON 1,County Assessor,,IND,"CATHCART, JOANN ""JOJO""",462,334,2,126
Greenlee,004 CLIFTON 2,County Assessor,,IND,"CATHCART, JOANN ""JOJO""",308,262,0,46
Greenlee,005 MORENCI,County Assessor,,IND,"CATHCART, JOANN ""JOJO""",545,323,9,213
Greenlee,006 EAST PLANTSITE,County Assessor,,IND,"CATHCART, JOANN ""JOJO""",101,64,0,37
Greenlee,007 YORK/SHELDON,County Assessor,,IND,"CATHCART, JOANN ""JOJO""",350,264,0,86
Greenlee,008 DUNCAN,County Assessor,,IND,"CATHCART, JOANN ""JOJO""",519,386,7,126
Greenlee,001 EAGLE,County Assessor,,IND,"REED, DOUG",1,1,0,0
Greenlee,002 BLUE,County Assessor,,IND,"REED, DOUG",6,2,0,4
Greenlee,003 CLIFTON 1,County Assessor,,IND,"REED, DOUG",228,153,1,74
Greenlee,004 CLIFTON 2,County Assessor,,IND,"REED, DOUG",131,106,1,24
Greenlee,005 MORENCI,County Assessor,,IND,"REED, DOUG",273,173,2,98
Greenlee,006 EAST PLANTSITE,County Assessor,,IND,"REED, DOUG",88,37,0,51
Greenlee,007 YORK/SHELDON,County Assessor,,IND,"REED, DOUG",222,170,1,51
Greenlee,008 DUNCAN,County Assessor,,IND,"REED, DOUG",194,128,3,63
Greenlee,001 EAGLE,Supr Ct Retn/BRUTINEL,ROBERT,,,10,9,0,1
Greenlee,002 BLUE,Supr Ct Retn/BRUTINEL,ROBERT,,,20,14,0,6
Greenlee,003 CLIFTON 1,Supr Ct Retn/BRUTINEL,ROBERT,,,528,365,3,160
Greenlee,004 CLIFTON 2,Supr Ct Retn/BRUTINEL,ROBERT,,,307,248,1,58
Greenlee,005 MORENCI,Supr Ct Retn/BRUTINEL,ROBERT,,,649,379,9,261
Greenlee,006 EAST PLANTSITE,Supr Ct Retn/BRUTINEL,ROBERT,,,153,77,0,76
Greenlee,007 YORK/SHELDON,Supr Ct Retn/BRUTINEL,ROBERT,,,424,306,1,117
Greenlee,008 DUNCAN,Supr Ct Retn/BRUTINEL,ROBERT,,,529,371,7,151
Greenlee,001 EAGLE,Supr Ct Retn/BRUTINEL,ROBERT,,,1,1,0,0
Greenlee,002 BLUE,Supr Ct Retn/BRUTINEL,ROBERT,,,0,0,0,0
Greenlee,003 CLIFTON 1,Supr Ct Retn/BRUTINEL,ROBERT,,,137,98,0,39
Greenlee,004 CLIFTON 2,Supr Ct Retn/BRUTINEL,ROBERT,,,84,74,0,10
Greenlee,005 MORENCI,Supr Ct Retn/BRUTINEL,ROBERT,,,164,112,2,50
Greenlee,006 EAST PLANTSITE,Supr Ct Retn/BRUTINEL,ROBERT,,,35,25,0,10
Greenlee,007 YORK/SHELDON,Supr Ct Retn/BRUTINEL,ROBERT,,,88,71,0,17
Greenlee,008 DUNCAN,Supr Ct Retn/BRUTINEL,ROBERT,,,123,82,2,39
Greenlee,001 EAGLE,Supr Ct Retn/GOULD, ANDREW W.,,,9,8,0,1
Greenlee,002 BLUE,Supr Ct Retn/GOULD, ANDREW W.,,,19,13,0,6
Greenlee,003 CLIFTON 1,Supr Ct Retn/GOULD, ANDREW W.,,,515,352,3,160
Greenlee,004 CLIFTON 2,Supr Ct Retn/GOULD, ANDREW W.,,,290,232,1,57
Greenlee,005 MORENCI,Supr Ct Retn/GOULD, ANDREW W.,,,638,372,9,257
Greenlee,006 EAST PLANTSITE,Supr Ct Retn/GOULD, ANDREW W.,,,150,75,0,75
Greenlee,007 YORK/SHELDON,Supr Ct Retn/GOULD, ANDREW W.,,,409,295,1,113
Greenlee,008 DUNCAN,Supr Ct Retn/GOULD, ANDREW W.,,,520,362,6,152
