county,precinct,office,district,candidate,party,votes,election_day,early_voting,provisional
Cochise,02 BE J-Six,U.S. House,2,Overvotes,,0,0,0,0
Cochise,02 BE J-Six,U.S. House,2,Undervotes,,42,2,37,3
Cochise,02 BE J-Six,State Senate,14,"Gowan, David",REP,1247,326,846,75
Cochise,02 BE J-Six,State Senate,14,"Karp, Bob",DEM,421,32,378,11
Cochise,02 BE J-Six,State Senate,14,Write-In,,4,1,2,1
Cochise,02 BE J-Six,State Senate,14,Overvotes,,0,0,0,0
Cochise,02 BE J-Six,State Senate,14,Undervotes,,63,3,57,3
Cochise,02 BE J-Six,State House,14,"Nutt, Becky",REP,1166,310,787,69
Cochise,02 BE J-Six,State House,14,"Griffin, Gail",REP,1143,315,756,72
Cochise,02 BE J-Six,State House,14,"Beach-Moschetti, Kimberly ""Kim""",DEM,391,36,342,13
Cochise,02 BE J-Six,State House,14,"Maestas-Condos, Ronnie",DEM,357,32,315,10
Cochise,02 BE J-Six,State House,14,Write-In,,4,2,2,0
Cochise,02 BE J-Six,State House,14,Overvotes,,2,0,2,0
Cochise,02 BE J-Six,State House,14,Undervotes,,407,29,362,16
Cochise,02 BE J-Six,Corporation Commissioner,,"O'Connor, James ""Jim""",REP,1127,315,738,74
Cochise,02 BE J-Six,Corporation Commissioner,,"Marquez Peterson, Lea",REP,1097,310,721,66
Cochise,02 BE J-Six,Corporation Commissioner,,"Sloan, Eric",REP,1081,301,712,68
Cochise,02 BE J-Six,Corporation Commissioner,,"Tovar, Anna",DEM,428,38,379,11
Cochise,02 BE J-Six,Corporation Commissioner,,"Mundell, William ""Bill""",DEM,398,32,355,11
Cochise,02 BE J-Six,Corporation Commissioner,,"Stanfield, Shea",DEM,385,34,340,11
Cochise,02 BE J-Six,Corporation Commissioner,,Write-In,,5,3,2,0
Cochise,02 BE J-Six,Corporation Commissioner,,Overvotes,,0,0,0,0
Cochise,02 BE J-Six,Corporation Commissioner,,Undervotes,,684,53,602,29
Cochise,03 BE San Pedro,Registered Voters,,,,1998,,,
Cochise,03 BE San Pedro,Ballots Cast,,,,1530,269,1202,59
Cochise,03 BE San Pedro,Ballots Cast Blank,,,,0,0,0,0
Cochise,03 BE San Pedro,President,,Trump / Pence,REP,986,235,704,47
Cochise,03 BE San Pedro,President,,Biden / Harris,DEM,508,31,467,10
Cochise,03 BE San Pedro,President,,Jorgensen / Cohen,LBT,26,3,21,2
Cochise,03 BE San Pedro,President,,Write-In,,7,0,7,0
Cochise,03 BE San Pedro,President,,Overvotes,,0,0,0,0
Cochise,03 BE San Pedro,President,,Undervotes,,3,0,3,0
Cochise,03 BE San Pedro,U.S. Senate,,"McSally, Martha",REP,960,230,683,47
Cochise,03 BE San Pedro,U.S. Senate,,"Kelly, Mark",DEM,533,35,488,10
Cochise,03 BE San Pedro,U.S. Senate,,Write-In,,5,1,3,1
Cochise,03 BE San Pedro,U.S. Senate,,Overvotes,,0,0,0,0
Cochise,03 BE San Pedro,U.S. Senate,,Undervotes,,32,3,28,1
Cochise,03 BE San Pedro,U.S. House,2,"Martin, Brandon",REP,941,222,674,45
Cochise,03 BE San Pedro,U.S. House,2,"Kirkpatrick, Ann",DEM,523,40,470,13
Cochise,03 BE San Pedro,U.S. House,2,Write-In,,2,0,2,0
Cochise,03 BE San Pedro,U.S. House,2,Overvotes,,0,0,0,0
Cochise,03 BE San Pedro,U.S. House,2,Undervotes,,64,7,56,1
Cochise,03 BE San Pedro,State Senate,14,"Gowan, David",REP,978,229,702,47
Cochise,03 BE San Pedro,State Senate,14,"Karp, Bob",DEM,489,33,444,12
Cochise,03 BE San Pedro,State Senate,14,Write-In,,3,0,3,0
Cochise,03 BE San Pedro,State Senate,14,Overvotes,,0,0,0,0
Cochise,03 BE San Pedro,State Senate,14,Undervotes,,60,7,53,0
Cochise,03 BE San Pedro,State House,14,"Nutt, Becky",REP,933,224,665,44
Cochise,03 BE San Pedro,State House,14,"Griffin, Gail",REP,912,224,643,45
Cochise,03 BE San Pedro,State House,14,"Beach-Moschetti, Kimberly ""Kim""",DEM,449,28,408,13
Cochise,03 BE San Pedro,State House,14,"Maestas-Condos, Ronnie",DEM,420,30,380,10
Cochise,03 BE San Pedro,State House,14,Write-In,,0,0,0,0
Cochise,03 BE San Pedro,State House,14,Overvotes,,0,0,0,0
Cochise,03 BE San Pedro,State House,14,Undervotes,,346,32,308,6
Cochise,03 BE San Pedro,Corporation Commissioner,,"O'Connor, James ""Jim""",REP,898,221,633,44
Cochise,03 BE San Pedro,Corporation Commissioner,,"Marquez Peterson, Lea",REP,895,219,631,45
Cochise,03 BE San Pedro,Corporation Commissioner,,"Sloan, Eric",REP,890,214,635,41
Cochise,03 BE San Pedro,Corporation Commissioner,,"Tovar, Anna",DEM,468,37,422,9
Cochise,03 BE San Pedro,Corporation Commissioner,,"Mundell, William ""Bill""",DEM,445,35,400,10
Cochise,03 BE San Pedro,Corporation Commissioner,,"Stanfield, Shea",DEM,404,29,367,8
Cochise,03 BE San Pedro,Corporation Commissioner,,Write-In,,0,0,0,0
Cochise,03 BE San Pedro,Corporation Commissioner,,Overvotes,,3,0,3,0
Cochise,03 BE San Pedro,Corporation Commissioner,,Undervotes,,587,52,515,20
Cochise,04 BI Bisbee,Registered Voters,,,,1387,,,
Cochise,04 BI Bisbee,Ballots Cast,,,,1165,60,1085,20
Cochise,04 BI Bisbee,Ballots Cast Blank,,,,44,0,44,0
Cochise,04 BI Bisbee,President,,Biden / Harris,DEM,908,36,865,7
Cochise,04 BI Bisbee,President,,Trump / Pence,REP,223,22,188,13
Cochise,04 BI Bisbee,President,,Jorgensen / Cohen,LBT,14,2,12,0
Cochise,04 BI Bisbee,President,,Write-In,,5,0,5,0
Cochise,04 BI Bisbee,President,,Overvotes,,0,0,0,0
Cochise,04 BI Bisbee,President,,Undervotes,,15,0,15,0
Cochise,04 BI Bisbee,U.S. Senate,,"Kelly, Mark",DEM,923,35,879,9
Cochise,04 BI Bisbee,U.S. Senate,,"McSally, Martha",REP,221,24,187,10
Cochise,04 BI Bisbee,U.S. Senate,,Write-In,,1,0,0,1
Cochise,04 BI Bisbee,U.S. Senate,,Overvotes,,0,0,0,0
Cochise,04 BI Bisbee,U.S. Senate,,Undervotes,,20,1,19,0
Cochise,04 BI Bisbee,U.S. House,2,"Kirkpatrick, Ann",DEM,911,36,868,7
Cochise,04 BI Bisbee,U.S. House,2,"Martin, Brandon",DEM,215,24,179,12
Cochise,04 BI Bisbee,U.S. House,2,Write-In,,1,0,1,0
Cochise,04 BI Bisbee,U.S. House,2,Overvotes,,0,0,0,0
Cochise,04 BI Bisbee,U.S. House,2,Undervotes,,38,0,37,1
Cochise,04 BI Bisbee,State Senate,14,"Karp, Bob",DEM,893,34,852,7
Cochise,04 BI Bisbee,State Senate,14,"Gowan, David",REP,226,24,190,12
Cochise,04 BI Bisbee,State Senate,14,Write-In,,1,0,1,0
Cochise,04 BI Bisbee,State Senate,14,Overvotes,,0,0,0,0
Cochise,04 BI Bisbee,State Senate,14,Undervotes,,44,2,41,1
Cochise,04 BI Bisbee,State House,14,"Beach-Moschetti, Kimberly ""Kim""",DEM,833,33,794,6
Cochise,04 BI Bisbee,State House,14,"Maestas-Condos, Ronnie",DEM,789,30,753,6
Cochise,04 BI Bisbee,State House,14,"Griffin, Gail",REP,233,27,193,13
Cochise,04 BI Bisbee,State House,14,"Nutt, Becky",REP,225,23,189,13
Cochise,04 BI Bisbee,State House,14,Write-In,,2,0,2,0
Cochise,04 BI Bisbee,State House,14,Overvotes,,0,0,0,0
Cochise,04 BI Bisbee,State House,14,Undervotes,,247,7,238,2
Cochise,04 BI Bisbee,Corporation Commissioner,,"Tovar, Anna",DEM,859,35,817,7
Cochise,04 BI Bisbee,Corporation Commissioner,,"Mundell, William ""Bill""",DEM,806,34,765,7
Cochise,04 BI Bisbee,Corporation Commissioner,,"Stanfield, Shea",DEM,794,31,756,7
Cochise,04 BI Bisbee,Corporation Commissioner,,"Marquez Peterson, Lea",REP,221,20,190,11
Cochise,04 BI Bisbee,Corporation Commissioner,,"O'Connor, James ""Jim""",REP,212,23,178,11
Cochise,04 BI Bisbee,Corporation Commissioner,,"Sloan, Eric",REP,195,22,162,11
Cochise,04 BI Bisbee,Corporation Commissioner,,Write-In,,3,0,3,0
Cochise,04 BI Bisbee,Corporation Commissioner,,Overvotes,,0,0,0,0
Cochise,04 BI Bisbee,Corporation Commissioner,,Undervotes,,402,15,381,6
Cochise,05 BI Don Luis,Registered Voters,,,,1523,,,
Cochise,05 BI Don Luis,Ballots Cast,,,,1169,95,1053,21
Cochise,05 BI Don Luis,Ballots Cast Blank,,,,27,0,27,0
Cochise,05 BI Don Luis,President,,Biden / Harris,DEM,698,32,658,8
Cochise,05 BI Don Luis,President,,Trump / Pence,REP,440,60,367,13
Cochise,05 BI Don Luis,President,,Jorgensen / Cohen,LBT,11,1,10,0
Cochise,05 BI Don Luis,President,,Write-In,,1,0,1,0
Cochise,05 BI Don Luis,President,,Overvotes,,0,0,0,0
Cochise,05 BI Don Luis,President,,Undervotes,,19,2,17,0
Cochise,05 BI Don Luis,U.S. Senate,,"Kelly, Mark",DEM,718,31,678,9
Cochise,05 BI Don Luis,U.S. Senate,,"McSally, Martha",REP,426,64,350,12
Cochise,05 BI Don Luis,U.S. Senate,,Write-In,,2,0,0,0
Cochise,05 BI Don Luis,U.S. Senate,,Overvotes,,0,0,0,0
Cochise,05 BI Don Luis,U.S. Senate,,Undervotes,,23,0,23,0
Cochise,05 BI Don Luis,U.S. House,2,"Kirkpatrick, Ann",DEM,700,33,660,7
Cochise,05 BI Don Luis,U.S. House,2,"Martin, Brandon",REP,419,59,347,13
Cochise,05 BI Don Luis,U.S. House,2,Write-In,,4,2,2,0
Cochise,05 BI Don Luis,U.S. House,2,Overvotes,,0,0,0,0
Cochise,05 BI Don Luis,U.S. House,2,Undervotes,,47,2,44,1
Cochise,05 BI Don Luis,State Senate,14,"Karp, Bob",DEM,679,32,637,10
Cochise,05 BI Don Luis,State Senate,14,"Gowan, David",REP,424,61,352,11
Cochise,05 BI Don Luis,State Senate,14,Write-In,,2,0,2,0
Cochise,05 BI Don Luis,State Senate,14,Overvotes,,0,0,0,0
Cochise,05 BI Don Luis,State Senate,14,Undervotes,,61,2,59,0
Cochise,05 BI Don Luis,State House,14,"Beach-Moschetti, Kimberly ""Kim""",DEM,625,24,594,7
Cochise,05 BI Don Luis,State House,14,"Maestas-Condos, Ronnie",DEM,582,30,544,8
Cochise,05 BI Don Luis,State House,14,"Griffin, Gail",REP,425,61,351,13
Cochise,05 BI Don Luis,State House,14,"Nutt, Becky",REP,390,56,322,12
Cochise,05 BI Don Luis,State House,14,Write-In,,3,0,3,0
Cochise,05 BI Don Luis,State House,14,Overvotes,,2,0,2,0
Cochise,05 BI Don Luis,State House,14,Undervotes,,305,19,284,2
Cochise,05 BI Don Luis,Corporation Commissioner,,"Tovar, Anna",DEM,660,34,615,11
Cochise,05 BI Don Luis,Corporation Commissioner,,"Stanfield, Shea",DEM,577,29,540,8
Cochise,05 BI Don Luis,Corporation Commissioner,,"Mundell, William ""Bill""",DEM,563,26,532,5
Cochise,05 BI Don Luis,Corporation Commissioner,,"Marquez Peterson, Lea",REP,397,61,324,12
Cochise,05 BI Don Luis,Corporation Commissioner,,"O'Connor, James ""Jim""",REP,393,60,322,11
Cochise,05 BI Don Luis,Corporation Commissioner,,"Sloan, Eric",REP,363,53,299,11
Cochise,05 BI Don Luis,Corporation Commissioner,,Write-In,,4,0,4,0
Cochise,05 BI Don Luis,Corporation Commissioner,,Overvotes,,0,0,0,0
Cochise,05 BI Don Luis,Corporation Commissioner,,Undervotes,,541,22,514,5
Cochise,06 BI Warren,Registered Voters,,,,1470,,,
Cochise,06 BI Warren,Ballots Cast,,,,1196,82,1089,25
Cochise,06 BI Warren,Ballots Cast Blank,,,,30,0,30,0
Cochise,06 BI Warren,President,,Biden / Harris,DEM,783,27,748,8
Cochise,06 BI Warren,President,,Trump / Pence,REP,366,53,299,14
Cochise,06 BI Warren,President,,Jorgensen / Cohen,LBT,28,2,24,2
Cochise,06 BI Warren,President,,Write-In,,9,0,7,2
Cochise,06 BI Warren,President,,Overvotes,,2,0,2,0
Cochise,06 BI Warren,President,,Undervotes,,9,0,9,0
Cochise,06 BI Warren,U.S. Senate,,"Kelly, Mark",DEM,797,27,759,11
Cochise,06 BI Warren,U.S. Senate,,"McSally, Martha",REP,376,54,308,14
Cochise,06 BI Warren,U.S. Senate,,Write-In,,2,0,2,0
Cochise,06 BI Warren,U.S. Senate,,Overvotes,,0,0,0,0
Cochise,06 BI Warren,U.S. Senate,,Undervotes,,21,1,20,0
Cochise,06 BI Warren,U.S. House,2,"Kirkpatrick, Ann",DEM,788,32,746,10
Cochise,06 BI Warren,U.S. House,2,"Martin, Brandon",REP,361,50,297,14
Cochise,06 BI Warren,U.S. House,2,Write-In,,11,0,11,0
Cochise,06 BI Warren,U.S. House,2,Overvotes,,0,0,0,0
Cochise,06 BI Warren,U.S. House,2,Undervotes,,39,0,38,1
Cochise,06 BI Warren,State Senate,14,"Karp, Bob",DEM,769,31,728,10
Cochise,06 BI Warren,State Senate,14,"Gowan, David",REP,377,50,313,14
Cochise,06 BI Warren,State Senate,14,Write-In,,6,1,5,0
Cochise,06 BI Warren,State Senate,14,Overvotes,,0,0,0,0
Cochise,06 BI Warren,State Senate,14,Undervotes,,42,0,41,1
Cochise,06 BI Warren,State House,14,"Beach-Moschetti, Kimberly ""Kim""",DEM,712,29,673,10
Cochise,06 BI Warren,State House,14,"Maestas-Condos, Ronnie",DEM,682,24,650,8
Cochise,06 BI Warren,State House,14,"Griffin, Gail",REP,374,46,314,14
Cochise,06 BI Warren,State House,14,"Nutt, Becky",REP,358,53,290,15
Cochise,06 BI Warren,State House,14,Write-In,,1,0,1,0
Cochise,06 BI Warren,State House,14,Overvotes,,0,0,0,0
Cochise,06 BI Warren,State House,14,Undervotes,,261,12,246,3
Cochise,06 BI Warren,Corporation Commissioner,,"Tovar, Anna",DEM,734,28,697,9
Cochise,06 BI Warren,Corporation Commissioner,,"Mundell, William ""Bill""",DEM,696,27,661,8
Cochise,06 BI Warren,Corporation Commissioner,,"Stanfield, Shea",DEM,662,26,628,8
Cochise,06 BI Warren,Corporation Commissioner,,"Marquez Peterson, Lea",REP,374,53,307,14
Cochise,06 BI Warren,Corporation Commissioner,,"O'Connor, James ""Jim""",REP,346,47,285,14
Cochise,06 BI Warren,Corporation Commissioner,,"Sloan, Eric",REP,321,46,261,14
Cochise,06 BI Warren,Corporation Commissioner,,Write-In,,2,0,2,0
Cochise,06 BI Warren,Corporation Commissioner,,Overvotes,,0,0,0,0
Cochise,06 BI Warren,Corporation Commissioner,,Undervotes,,447,19,420,8
Cochise,07 Bowie,Registered Voters,,,,320,,,
Cochise,07 Bowie,Ballots Cast,,,,216,75,125,16
Cochise,07 Bowie,Ballots Cast Blank,,,,0,0,0,0
Cochise,07 Bowie,President,,Trump / Pence,REP,148,64,71,13
Cochise,07 Bowie,President,,Biden / Harris,DEM,62,10,49,3
Cochise,07 Bowie,President,,Jorgensen / Cohen,LBT,4,0,4,0
Cochise,07 Bowie,President,,Write-In,,1,0,1,0
Cochise,07 Bowie,President,,Overvotes,,0,0,0,0
Cochise,07 Bowie,President,,Undervotes,,1,1,0,0
Cochise,07 Bowie,U.S. Senate,,"McSally, Martha",REP,142,65,65,12
Cochise,07 Bowie,U.S. Senate,,"Kelly, Mark",DEM,70,10,56,4
Cochise,07 Bowie,U.S. Senate,,Write-In,,2,0,2,0
Cochise,07 Bowie,U.S. Senate,,Overvotes,,0,0,0,0
Cochise,07 Bowie,U.S. Senate,,Undervotes,,2,0,2,0
Cochise,07 Bowie,U.S. House,2,"Martin, Brandon",REP,136,63,61,12
Cochise,07 Bowie,U.S. House,2,"Kirkpatrick, Ann",DEM,73,12,57,4
Cochise,07 Bowie,U.S. House,2,Write-In,,0,0,0,0
Cochise,07 Bowie,U.S. House,2,Overvotes,,0,0,0,0
Cochise,07 Bowie,U.S. House,2,Undervotes,,7,0,7,0
Cochise,07 Bowie,State Senate,14,"Gowan, David",REP,140,64,64,12
Cochise,07 Bowie,State Senate,14,"Karp, Bob",DEM,66,11,51,4
Cochise,07 Bowie,State Senate,14,Write-In,,0,0,0,0
Cochise,07 Bowie,State Senate,14,Overvotes,,0,0,0,0
Cochise,07 Bowie,State Senate,14,Undervotes,,10,0,10,0
Cochise,07 Bowie,State House,14,"Nutt, Becky",REP,140,62,65,13
Cochise,07 Bowie,State House,14,"Griffin, Gail",REP,136,59,66,11
Cochise,07 Bowie,State House,14,"Beach-Moschetti, Kimberly ""Kim""",DEM,56,11,43,2
Cochise,07 Bowie,State House,14,"Maestas-Condos, Ronnie",DEM,54,11,40,3
Cochise,07 Bowie,State House,14,Write-In,,0,0,0,0
Cochise,07 Bowie,State House,14,Overvotes,,0,0,0,0
Cochise,07 Bowie,State House,14,Undervotes,,46,7,36,3
Cochise,07 Bowie,Corporation Commissioner,,"Marquez Peterson, Lea",REP,149,65,73,11
Cochise,07 Bowie,Corporation Commissioner,,"O'Connor, James ""Jim""",REP,134,59,66,9
Cochise,07 Bowie,Corporation Commissioner,,"Sloan, Eric",REP,124,57,57,10
Cochise,07 Bowie,Corporation Commissioner,,"Tovar, Anna",DEM,66,9,54,3
Cochise,07 Bowie,Corporation Commissioner,,"Stanfield, Shea",DEM,55,11,42,2
Cochise,07 Bowie,Corporation Commissioner,,"Mundell, William ""Bill""",DEM,50,11,37,2
Cochise,07 Bowie,Corporation Commissioner,,Write-In,,0,0,0,0
Cochise,07 Bowie,Corporation Commissioner,,Overvotes,,0,0,0,0
Cochise,07 Bowie,Corporation Commissioner,,Undervotes,,70,13,46,11
Cochise,08 Cochise Stronghold,Registered Voters,,,,1771,,,
Cochise,08 Cochise Stronghold,Ballots Cast,,,,1431,308,1048,75
Cochise,08 Cochise Stronghold,Ballots Cast Blank,,,,0,0,0,0
Cochise,08 Cochise Stronghold,President,,Trump / Pence,REP,1006,276,664,66
Cochise,08 Cochise Stronghold,President,,Biden / Harris,DEM,404,29,367,8
Cochise,08 Cochise Stronghold,President,,Jorgensen / Cohen,LBT,14,2,11,1
Cochise,08 Cochise Stronghold,President,,Write-In,,6,1,5,0
Cochise,08 Cochise Stronghold,President,,Overvotes,,0,0,0,0
Cochise,08 Cochise Stronghold,President,,Undervotes,,1,0,1,0
Cochise,08 Cochise Stronghold,U.S. Senate,,"McSally, Martha",REP,978,265,652,61
Cochise,08 Cochise Stronghold,U.S. Senate,,"Kelly, Mark",DEM,431,40,378,13
Cochise,08 Cochise Stronghold,U.S. Senate,,Write-In,,8,0,7,1
Cochise,08 Cochise Stronghold,U.S. Senate,,Overvotes,,0,0,0,0
Cochise,08 Cochise Stronghold,U.S. Senate,,Undervotes,,14,3,11,0
Cochise,08 Cochise Stronghold,U.S. House,2,"Martin, Brandon",REP,968,268,640,60
Cochise,08 Cochise Stronghold,U.S. House,2,"Kirkpatrick, Ann",DEM,412,33,368,11
Cochise,08 Cochise Stronghold,U.S. House,2,Write-In,,6,0,5,1
Cochise,08 Cochise Stronghold,U.S. House,2,Overvotes,,1,0,1,0
Cochise,08 Cochise Stronghold,U.S. House,2,Undervotes,,44,7,34,3
Cochise,08 Cochise Stronghold,State Senate,14,"Gowan, David",REP,994,272,659,63
Cochise,08 Cochise Stronghold,State Senate,14,"Karp, Bob",DEM,388,29,350,9
Cochise,08 Cochise Stronghold,State Senate,14,Write-In,,3,0,2,1
Cochise,08 Cochise Stronghold,State Senate,14,Overvotes,,0,0,0,0
Cochise,08 Cochise Stronghold,State Senate,14,Undervotes,,39,6,31,2
Cochise,08 Cochise Stronghold,State House,14,"Griffin, Gail",REP,963,267,637,59
Cochise,08 Cochise Stronghold,State House,14,"Nutt, Becky",REP,936,270,605,61
Cochise,08 Cochise Stronghold,State House,14,"Beach-Moschetti, Kimberly ""Kim""",DEM,362,25,326,11
Cochise,08 Cochise Stronghold,State House,14,"Maestas-Condos, Ronnie",DEM,310,18,285,7
Cochise,08 Cochise Stronghold,State House,14,Write-In,,4,0,4,0
Cochise,08 Cochise Stronghold,State House,14,Overvotes,,0,0,0,0
Cochise,08 Cochise Stronghold,State House,14,Undervotes,,273,34,227,12
Cochise,08 Cochise Stronghold,Corporation Commissioner,,"O'Connor, James ""Jim""",REP,936,271,601,64
Cochise,08 Cochise Stronghold,Corporation Commissioner,,"Marquez Peterson, Lea",REP,906,267,577,62
Cochise,08 Cochise Stronghold,Corporation Commissioner,,"Sloan, Eric",REP,886,258,569,59
Cochise,08 Cochise Stronghold,Corporation Commissioner,,"Tovar, Anna",DEM,374,26,340,8
Cochise,08 Cochise Stronghold,Corporation Commissioner,,"Mundell, William ""Bill""",DEM,349,29,312,8
Cochise,08 Cochise Stronghold,Corporation Commissioner,,"Stanfield, Shea",DEM,329,24,299,6
Cochise,08 Cochise Stronghold,Corporation Commissioner,,Write-In,,9,1,6,2
Cochise,08 Cochise Stronghold,Corporation Commissioner,,Overvotes,,0,0,0,0
Cochise,08 Cochise Stronghold,Corporation Commissioner,,Undervotes,,483,45,422,16
Cochise,09 DO Calvary,Registered Voters,,,,1541,,,
Cochise,09 DO Calvary,Ballots Cast,,,,1023,87,889,47
Cochise,09 DO Calvary,Ballots Cast Blank,,,,0,0,0,0
Cochise,09 DO Calvary,President,,Biden / Harris,DEM,751,45,682,24
Cochise,09 DO Calvary,President,,Trump / Pence,REP,257,39,197,21
Cochise,09 DO Calvary,President,,Jorgensen / Cohen,LBT,9,0,7,2
Cochise,09 DO Calvary,President,,Write-In,,1,1,0,0
Cochise,09 DO Calvary,President,,Overvotes,,0,0,0,0
Cochise,09 DO Calvary,President,,Undervotes,,5,2,3,0
Cochise,09 DO Calvary,U.S. Senate,,"Kelly, Mark",DEM,775,48,702,25
Cochise,09 DO Calvary,U.S. Senate,,"McSally, Martha",REP,237,36,180,21
Cochise,09 DO Calvary,U.S. Senate,,Write-In,,3,0,3,0
Cochise,09 DO Calvary,U.S. Senate,,Overvotes,,0,0,0,0
Cochise,09 DO Calvary,U.S. Senate,,Undervotes,,8,3,4,1
Cochise,09 DO Calvary,U.S. House,2,"Kirkpatrick, Ann",DEM,770,51,694,25
Cochise,09 DO Calvary,U.S. House,2,"Martin, Brandon",REP,218,33,164,21
Cochise,09 DO Calvary,U.S. House,2,Write-In,,5,0,5,0
Cochise,09 DO Calvary,U.S. House,2,Overvotes,,0,0,0,0
Cochise,09 DO Calvary,U.S. House,2,Undervotes,,30,3,26,1
Cochise,09 DO Calvary,State Senate,14,"Karp, Bob",DEM,730,42,663,25
Cochise,09 DO Calvary,State Senate,14,"Gowan, David",REP,253,43,190,20
Cochise,09 DO Calvary,State Senate,14,Write-In,,1,0,1,0
Cochise,09 DO Calvary,State Senate,14,Overvotes,,1,0,1,0
Cochise,09 DO Calvary,State Senate,14,Undervotes,,38,2,34,2
Cochise,09 DO Calvary,State House,14,"Beach-Moschetti, Kimberly ""Kim""",DEM,629,41,565,23
Cochise,09 DO Calvary,State House,14,"Maestas-Condos, Ronnie",DEM,582,32,528,22
Cochise,09 DO Calvary,State House,14,"Griffin, Gail",REP,264,44,197,23
Cochise,09 DO Calvary,State House,14,"Nutt, Becky",REP,205,36,150,19
