county,precinct,office,district,party,candidate,votes,
Santa Cruz,Nogales 2,Corporation Commissioner,,,Write-In Totals,2,
Santa Cruz,Nogales 2,Corporation Commissioner,,,"Write-In: Gibson, Christina",0,
Santa Cruz,Nogales 2,Corporation Commissioner,,,Write-In: Invalid Write-in,1,1
Santa Cruz,Nogales 2,Corporation Commissioner,,,Write-In: Invalid Write-in,2,1
Santa Cruz,Nogales 2,Corporation Commissioner,,,Write-In: Invalid Write-in,3,0
Santa Cruz,Nogales 2,Corporation Commissioner,,,Not Assigned,0,
Santa Cruz,Nogales 2,County Assessor,,DEM,"RAMOS, PABLO A.",716,
Santa Cruz,Nogales 2,County Assessor,,,Write-In Totals,7,
Santa Cruz,Nogales 2,County Assessor,,,Write-In: Invalid Write-In,7,
Santa Cruz,Nogales 2,County Assessor,,,Not Assigned,0,
Santa Cruz,Nogales 2,County Attorney,,DEM,"SILVA, GEORGE",723,
Santa Cruz,Nogales 2,County Attorney,,,Write-In Totals,8,
Santa Cruz,Nogales 2,County Attorney,,,Write-In: Invalid Write-In,8,
Santa Cruz,Nogales 2,County Attorney,,,Not Assigned,0,
Santa Cruz,Nogales 2,County Recorder,,DEM,"SAINZ, SUZANNE ""SUZIE""",601,
Santa Cruz,Nogales 2,County Recorder,,IND,"ALVAREZ, DAVID",184,
Santa Cruz,Nogales 2,County Recorder,,,Write-In Totals,2,
Santa Cruz,Nogales 2,County Recorder,,,Write-In: Invalid Write-In,2,
Santa Cruz,Nogales 2,County Recorder,,,Not Assigned,0,
Santa Cruz,Nogales 2,County School Superintendent,,DEM,"VELÁSQUEZ, ALFREDO I.",738,
Santa Cruz,Nogales 2,County School Superintendent,,,Write-In Totals,3,
Santa Cruz,Nogales 2,County School Superintendent,,,Write-In: Invalid Write-In,3,
Santa Cruz,Nogales 2,County School Superintendent,,,Not Assigned,0,
Santa Cruz,Nogales 2,County Sheriff,,DEM,"HATHAWAY, JAMES ""DAVID""",595,
Santa Cruz,Nogales 2,County Sheriff,,IND,"AGOSTTINI, JOSÉ",155,
Santa Cruz,Nogales 2,County Sheriff,,IND,"IBARRA, ANDREW",49,
Santa Cruz,Nogales 2,County Sheriff,,,Write-In Totals,1,
Santa Cruz,Nogales 2,County Sheriff,,,Write-In: Invalid Write-In,1,
Santa Cruz,Nogales 2,County Sheriff,,,Not Assigned,0,
Santa Cruz,Nogales 2,County Treasurer,,DEM,"GARDNER GUTFAHR, LIZ",735,
Santa Cruz,Nogales 2,County Treasurer,,,Write-In Totals,4,
Santa Cruz,Nogales 2,County Treasurer,,,Write-In: Invalid Write-In,4,
Santa Cruz,Nogales 2,County Treasurer,,,Not Assigned,0,
Santa Cruz,Nogales 2,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,543,
Santa Cruz,Nogales 2,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,201,
Santa Cruz,Nogales 2,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,535,
Santa Cruz,Nogales 2,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,192,
Santa Cruz,Nogales 2,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,573,
Santa Cruz,Nogales 2,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,155,
Santa Cruz,Nogales 2,"Ct App Div2/EPPICH, KARL",,,YES,528,
Santa Cruz,Nogales 2,"Ct App Div2/EPPICH, KARL",,,NO,192,
Santa Cruz,Nogales 2,"Ct App Div2/VASQUEZ, GARYE",,,YES,595,
Santa Cruz,Nogales 2,"Ct App Div2/VASQUEZ, GARYE",,,NO,138,
Santa Cruz,Nogales 2,Judge of the Superior Court Div.,,,,2,
Santa Cruz,Nogales 2,Judge of the Superior Court Div.,,,"ORTEGA, LILIANA",429,
Santa Cruz,Nogales 2,Judge of the Superior Court Div.,,,"RUEDA, JOSEPH",332,
Santa Cruz,Nogales 2,Judge of the Superior Court Div.,,,Write-In Totals,1,
Santa Cruz,Nogales 2,Judge of the Superior Court Div.,,,Write-In: Invalid Write-In,1,
Santa Cruz,Nogales 2,Judge of the Superior Court Div.,,,Not Assigned,0,
Santa Cruz,Nogales 2,Council Member Nogales,,,"BONILLA JR., SAULO",454,
Santa Cruz,Nogales 2,Council Member Nogales,,,"HANESSIAN, NUBAR",315,
Santa Cruz,Nogales 2,Council Member Nogales,,,Write-In Totals,4,
Santa Cruz,Nogales 2,Council Member Nogales,,,Write-In: Invalid Write-In,4,
Santa Cruz,Nogales 2,Council Member Nogales,,,Not Assigned,0,
Santa Cruz,Nogales 2,PROPOSITION 207,,,YES,440,
Santa Cruz,Nogales 2,PROPOSITION 207,,,NO,330,
Santa Cruz,Nogales 2,PROPOSITION 208,,,YES,525,
Santa Cruz,Nogales 2,PROPOSITION 208,,,NO,243,
Santa Cruz,Nogales 2,PROPOSITION 405 NOGALES,,,YES,444,
Santa Cruz,Nogales 2,PROPOSITION 405 NOGALES,,,NO,265,
Santa Cruz,Nogales 2,PROPOSITION 406 NOGALES,,,YES,373,
Santa Cruz,Nogales 2,PROPOSITION 406 NOGALES,,,NO,366,
Santa Cruz,Nogales 2,PROPOSITION 407 NOGALES,,,YES,428,
Santa Cruz,Nogales 2,PROPOSITION 407 NOGALES,,,NO,310,
Santa Cruz,Nogales 2,PROPOSITION 408 NOGALES,,,YES,500,
Santa Cruz,Nogales 2,PROPOSITION 408 NOGALES,,,NO,238,
Santa Cruz,Nogales 2,PROPOSITION 409 NOGALES,,,YES,483,
Santa Cruz,Nogales 2,PROPOSITION 409 NOGALES,,,NO,253,
Santa Cruz,Nogales 2,PROPOSITION 410 NOGALES,,,YES,504,
Santa Cruz,Nogales 2,PROPOSITION 410 NOGALES,,,NO,231,
Santa Cruz,Nogales 2,PROPOSITION 411 NOGALES,,,YES,496,
Santa Cruz,Nogales 2,PROPOSITION 411 NOGALES,,,NO,246,
Santa Cruz,Nogales 2,PROPOSITION 412 NOGALES,,,YES,501,
Santa Cruz,Nogales 2,PROPOSITION 412 NOGALES,,,NO,242,
Santa Cruz,Nogales 3,Registered Voters,,,,1002,
Santa Cruz,Nogales 3,Ballots Cast,,,,541,
Santa Cruz,Nogales 3,President,,DEM,"BIDEN, HARRIS",385,
Santa Cruz,Nogales 3,President,,REP,"TRUMP, PENCE",130,
Santa Cruz,Nogales 3,President,,LBT,"JORGENSEN, COHEN",7,
Santa Cruz,Nogales 3,President,,,Write-In Totals,1,
Santa Cruz,Nogales 3,President,,,Write-In: Invalid Write-in,0,
Santa Cruz,Nogales 3,President,,,"Write-In: Hawkins, Walker",0,
Santa Cruz,Nogales 3,President,,,"Write-In: Simmons, Roze",1,
Santa Cruz,Nogales 3,President,,,Not Assigned,0,
Santa Cruz,Nogales 3,U.S. Senate,,DEM,"KELLY, MARK",396,
Santa Cruz,Nogales 3,U.S. Senate,,REP,"MCSALLY, MARTHA",122,
Santa Cruz,Nogales 3,U.S. Senate,,,Write-In Totals,1,
Santa Cruz,Nogales 3,U.S. Senate,,,Write-In: Invalid Write-in,1,
Santa Cruz,Nogales 3,U.S. Senate,,,"Write-In: Dorchester, Matthew",0,
Santa Cruz,Nogales 3,U.S. Senate,,,"Write-In: Haupt, Mathew",0,
Santa Cruz,Nogales 3,U.S. Senate,,,Not Assigned,0,
Santa Cruz,Nogales 3,U.S. House,3,DEM,"GRIJALVA, RAÚL",402,
Santa Cruz,Nogales 3,U.S. House,3,REP,"WOOD, DANIEL",117,
Santa Cruz,Nogales 3,U.S. House,3,,Write-In Totals,0,
Santa Cruz,Nogales 3,U.S. House,3,,Write-In: Invalid Write-in,0,
Santa Cruz,Nogales 3,U.S. House,3,,Not Assigned,0,
Santa Cruz,Nogales 3,State Senate,2,DEM,"GABALDÓN, ROSANNA",401,
Santa Cruz,Nogales 3,State Senate,2,REP,"WORKMAN, MARK",113,
Santa Cruz,Nogales 3,State Senate,2,,Write-In Totals,0,
Santa Cruz,Nogales 3,State Senate,2,,Write-In: Invalid Write-In,0,
Santa Cruz,Nogales 3,State Senate,2,,Not Assigned,0,
Santa Cruz,Nogales 3,State House,2,DEM,"DALESSANDRO, ANDREA",298,
Santa Cruz,Nogales 3,State House,2,DEM,"HERNANDEZ JR., DANIEL",354,
Santa Cruz,Nogales 3,State House,2,REP,"MCEWEN, DEBORAH",109,
Santa Cruz,Nogales 3,State House,2,,Write-In Totals,0,
Santa Cruz,Nogales 3,State House,2,,Write-In: Invalid Write-In,1,0
Santa Cruz,Nogales 3,State House,2,,Write-In: Invalid Write-In,2,0
Santa Cruz,Nogales 3,State House,2,,Not Assigned,0,
Santa Cruz,Nogales 3,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",271,
Santa Cruz,Nogales 3,Corporation Commissioner,,DEM,"STANFIELD, SHEA",252,
Santa Cruz,Nogales 3,Corporation Commissioner,,DEM,"TOVAR, ANNA",380,
Santa Cruz,Nogales 3,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",111,
Santa Cruz,Nogales 3,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",96,
Santa Cruz,Nogales 3,Corporation Commissioner,,REP,"SLOAN, ERIC",79,
Santa Cruz,Nogales 3,Corporation Commissioner,,,Write-In Totals,0,
Santa Cruz,Nogales 3,Corporation Commissioner,,,"Write-In: Gibson, Christina",0,
Santa Cruz,Nogales 3,Corporation Commissioner,,,Write-In: Invalid Write-in,1,0
Santa Cruz,Nogales 3,Corporation Commissioner,,,Write-In: Invalid Write-in,2,0
Santa Cruz,Nogales 3,Corporation Commissioner,,,Write-In: Invalid Write-in,3,0
Santa Cruz,Nogales 3,Corporation Commissioner,,,Not Assigned,0,
Santa Cruz,Nogales 3,County Assessor,,DEM,"RAMOS, PABLO A.",457,
Santa Cruz,Nogales 3,County Assessor,,,Write-In Totals,8,
Santa Cruz,Nogales 3,County Assessor,,,Write-In: Invalid Write-In,8,
Santa Cruz,Nogales 3,County Assessor,,,Not Assigned,0,
Santa Cruz,Nogales 3,County Attorney,,DEM,"SILVA, GEORGE",460,
Santa Cruz,Nogales 3,County Attorney,,,Write-In Totals,5,
Santa Cruz,Nogales 3,County Attorney,,,Write-In: Invalid Write-In,5,
Santa Cruz,Nogales 3,County Attorney,,,Not Assigned,0,
Santa Cruz,Nogales 3,County Recorder,,DEM,"SAINZ, SUZANNE ""SUZIE""",367,
Santa Cruz,Nogales 3,County Recorder,,IND,"ALVAREZ, DAVID",138,
Santa Cruz,Nogales 3,County Recorder,,,Write-In Totals,3,
Santa Cruz,Nogales 3,County Recorder,,,Write-In: Invalid Write-In,3,
Santa Cruz,Nogales 3,County Recorder,,,Not Assigned,0,
Santa Cruz,Nogales 3,County School Superintendent,,DEM,"VELÁSQUEZ, ALFREDO I.",467,
Santa Cruz,Nogales 3,County School Superintendent,,,Write-In Totals,6,
Santa Cruz,Nogales 3,County School Superintendent,,,Write-In: Invalid Write-In,6,
Santa Cruz,Nogales 3,County School Superintendent,,,Not Assigned,0,
Santa Cruz,Nogales 3,County Sheriff,,DEM,"HATHAWAY, JAMES ""DAVID""",379,
Santa Cruz,Nogales 3,County Sheriff,,IND,"AGOSTTINI, JOSÉ",93,
Santa Cruz,Nogales 3,County Sheriff,,IND,"IBARRA, ANDREW",33,
Santa Cruz,Nogales 3,County Sheriff,,,Write-In Totals,0,
Santa Cruz,Nogales 3,County Sheriff,,,Write-In: Invalid Write-In,0,
Santa Cruz,Nogales 3,County Sheriff,,,Not Assigned,0,
Santa Cruz,Nogales 3,County Treasurer,,DEM,"GARDNER GUTFAHR, LIZ",464,
Santa Cruz,Nogales 3,County Treasurer,,,Write-In Totals,4,
Santa Cruz,Nogales 3,County Treasurer,,,Write-In: Invalid Write-In,4,
Santa Cruz,Nogales 3,County Treasurer,,,Not Assigned,0,
Santa Cruz,Nogales 3,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,338,
Santa Cruz,Nogales 3,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,142,
Santa Cruz,Nogales 3,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,326,
Santa Cruz,Nogales 3,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,140,
Santa Cruz,Nogales 3,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,363,
Santa Cruz,Nogales 3,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,111,
Santa Cruz,Nogales 3,"Ct App Div2/EPPICH, KARL",,,YES,331,
Santa Cruz,Nogales 3,"Ct App Div2/EPPICH, KARL",,,NO,138,
Santa Cruz,Nogales 3,"Ct App Div2/VASQUEZ, GARYE",,,YES,379,
Santa Cruz,Nogales 3,"Ct App Div2/VASQUEZ, GARYE",,,NO,95,
Santa Cruz,Nogales 3,Judge of the Superior Court Div.,,,,2,
Santa Cruz,Nogales 3,Judge of the Superior Court Div.,,,"ORTEGA, LILIANA",313,
Santa Cruz,Nogales 3,Judge of the Superior Court Div.,,,"RUEDA, JOSEPH",180,
Santa Cruz,Nogales 3,Judge of the Superior Court Div.,,,Write-In Totals,1,
Santa Cruz,Nogales 3,Judge of the Superior Court Div.,,,Write-In: Invalid Write-In,1,
Santa Cruz,Nogales 3,Judge of the Superior Court Div.,,,Not Assigned,0,
Santa Cruz,Nogales 3,Council Member Nogales,,,"BONILLA JR., SAULO",312,
Santa Cruz,Nogales 3,Council Member Nogales,,,"HANESSIAN, NUBAR",181,
Santa Cruz,Nogales 3,Council Member Nogales,,,Write-In Totals,6,
Santa Cruz,Nogales 3,Council Member Nogales,,,Write-In: Invalid Write-In,6,
Santa Cruz,Nogales 3,Council Member Nogales,,,Not Assigned,0,
Santa Cruz,Nogales 3,PROPOSITION 207,,,YES,272,
Santa Cruz,Nogales 3,PROPOSITION 207,,,NO,218,
Santa Cruz,Nogales 3,PROPOSITION 208,,,YES,329,
Santa Cruz,Nogales 3,PROPOSITION 208,,,NO,159,
Santa Cruz,Nogales 3,PROPOSITION 405 NOGALES,,,YES,251,
Santa Cruz,Nogales 3,PROPOSITION 405 NOGALES,,,NO,188,
Santa Cruz,Nogales 3,PROPOSITION 406 NOGALES,,,YES,228,
Santa Cruz,Nogales 3,PROPOSITION 406 NOGALES,,,NO,239,
Santa Cruz,Nogales 3,PROPOSITION 407 NOGALES,,,YES,239,
Santa Cruz,Nogales 3,PROPOSITION 407 NOGALES,,,NO,216,
Santa Cruz,Nogales 3,PROPOSITION 408 NOGALES,,,YES,297,
Santa Cruz,Nogales 3,PROPOSITION 408 NOGALES,,,NO,163,
Santa Cruz,Nogales 3,PROPOSITION 409 NOGALES,,,YES,271,
Santa Cruz,Nogales 3,PROPOSITION 409 NOGALES,,,NO,189,
Santa Cruz,Nogales 3,PROPOSITION 410 NOGALES,,,YES,297,
Santa Cruz,Nogales 3,PROPOSITION 410 NOGALES,,,NO,165,
Santa Cruz,Nogales 3,PROPOSITION 411 NOGALES,,,YES,293,
Santa Cruz,Nogales 3,PROPOSITION 411 NOGALES,,,NO,170,
Santa Cruz,Nogales 3,PROPOSITION 412 NOGALES,,,YES,265,
Santa Cruz,Nogales 3,PROPOSITION 412 NOGALES,,,NO,197,
Santa Cruz,Nogales 4,Registered Voters,,,,482,
Santa Cruz,Nogales 4,Ballots Cast,,,,258,
Santa Cruz,Nogales 4,President,,DEM,"BIDEN, HARRIS",188,
Santa Cruz,Nogales 4,President,,REP,"TRUMP, PENCE",58,
Santa Cruz,Nogales 4,President,,LBT,"JORGENSEN, COHEN",4,
Santa Cruz,Nogales 4,President,,,Write-In Totals,1,
