county,precinct,office,district,candidate,party,votes,early_voting,early_voting_tsx,election_day,provisional,tsx
Coconino,Flagstaff 1,CORPORATION COMMISSIONER (ELECT THREE),,"DUNN, BOYD",REP,191,140,0,37,14,0
Coconino,Flagstaff 1,CORPORATION COMMISSIONER (ELECT THREE),,"TOBIN, ANDY",REP,259,188,0,56,15,0
Coconino,Flagstaff 1,CORPORATION COMMISSIONER (ELECT THREE),,Write-in,NP,7,4,0,2,1,0
Coconino,Flagstaff 1,BOARD OF SUPERVISORS - 1,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,BOARD OF SUPERVISORS - 1,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,BOARD OF SUPERVISORS - 1,,Times Blank Voted,NP,269,210,0,44,15,0
Coconino,Flagstaff 1,BOARD OF SUPERVISORS - 1,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,BOARD OF SUPERVISORS - 1,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,BOARD OF SUPERVISORS - 1,,"BABBOTT, ART",IND,970,761,0,161,47,1
Coconino,Flagstaff 1,BOARD OF SUPERVISORS - 1,,Write-in,NP,10,6,0,2,2,0
Coconino,Flagstaff 1,COUNTY ASSESSOR,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY ASSESSOR,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,COUNTY ASSESSOR,,Times Blank Voted,NP,320,254,0,47,19,0
Coconino,Flagstaff 1,COUNTY ASSESSOR,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY ASSESSOR,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY ASSESSOR,,"RUIZ, ARMANDO",DEM,919,716,0,159,43,1
Coconino,Flagstaff 1,COUNTY ASSESSOR,,Write-in,NP,10,7,0,1,2,0
Coconino,Flagstaff 1,COUNTY ATTORNEY,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY ATTORNEY,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,COUNTY ATTORNEY,,Times Blank Voted,NP,307,240,0,49,18,0
Coconino,Flagstaff 1,COUNTY ATTORNEY,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY ATTORNEY,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY ATTORNEY,,"RING, BILL",DEM,928,727,0,156,44,1
Coconino,Flagstaff 1,COUNTY ATTORNEY,,Write-in,NP,14,10,0,2,2,0
Coconino,Flagstaff 1,COUNTY RECORDER,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY RECORDER,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,COUNTY RECORDER,,Times Blank Voted,NP,310,243,0,49,18,0
Coconino,Flagstaff 1,COUNTY RECORDER,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY RECORDER,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY RECORDER,,"HANSEN, PATTY",DEM,929,727,0,157,44,1
Coconino,Flagstaff 1,COUNTY RECORDER,,Write-in,NP,10,7,0,1,2,0
Coconino,Flagstaff 1,COUNTY SHERIFF,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY SHERIFF,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,COUNTY SHERIFF,,Times Blank Voted,NP,145,112,0,22,11,0
Coconino,Flagstaff 1,COUNTY SHERIFF,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY SHERIFF,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY SHERIFF,,"DRISCOLL, JIM",DEM,882,711,0,132,39,0
Coconino,Flagstaff 1,COUNTY SHERIFF,,"THOMAS, DANNY",IND,216,150,0,52,13,1
Coconino,Flagstaff 1,COUNTY SHERIFF,,Write-in,NP,6,4,0,1,1,0
Coconino,Flagstaff 1,COUNTY SUPERINTENDENT OF SCHOOLS,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY SUPERINTENDENT OF SCHOOLS,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,COUNTY SUPERINTENDENT OF SCHOOLS,,Times Blank Voted,NP,344,280,0,46,18,0
Coconino,Flagstaff 1,COUNTY SUPERINTENDENT OF SCHOOLS,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 1,COUNTY SUPERINTENDENT OF SCHOOLS,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY SUPERINTENDENT OF SCHOOLS,,"VANDERWEY, RISHA",DEM,892,687,0,160,44,1
Coconino,Flagstaff 1,COUNTY SUPERINTENDENT OF SCHOOLS,,Write-in,NP,12,9,0,1,2,0
Coconino,Flagstaff 1,COUNTY TREASURER,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY TREASURER,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,COUNTY TREASURER,,Times Blank Voted,NP,346,279,0,48,19,0
Coconino,Flagstaff 1,COUNTY TREASURER,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY TREASURER,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,COUNTY TREASURER,,"BENATAR, SARAH",DEM,894,692,0,158,43,1
Coconino,Flagstaff 1,COUNTY TREASURER,,Write-in,NP,9,6,0,1,2,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV III,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV III,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV III,,Times Blank Voted,NP,383,310,0,58,15,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV III,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV III,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV III,,"MORAN, MARK R.",NP,857,661,0,148,47,1
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV III,,Write-in,NP,9,6,0,1,2,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV V,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV V,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV V,,Times Blank Voted,NP,426,339,0,71,16,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV V,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV V,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV V,,"NICHOLS, CATHLEEN",NP,812,629,0,136,46,1
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV V,,Write-in,NP,11,9,0,0,2,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (TIMMER),,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (TIMMER),,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (TIMMER),,Times Blank Voted,NP,447,356,0,69,22,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (TIMMER),,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (TIMMER),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (TIMMER),,YES,NP,624,488,0,104,32,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (TIMMER),,NO,NP,177,132,0,34,10,1
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (BROWN),,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Blank Voted,NP,464,371,0,73,20,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (BROWN),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (BROWN),,YES,NP,630,502,0,97,31,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (BROWN),,NO,NP,155,104,0,37,13,1
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (JONES),,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (JONES),,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (JONES),,Times Blank Voted,NP,479,381,0,77,21,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (JONES),,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (JONES),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (JONES),,YES,NP,590,465,0,95,30,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (JONES),,NO,NP,179,130,0,35,13,1
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Blank Voted,NP,471,379,0,71,21,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (THOMPSON),,YES,NP,600,467,0,101,32,0
Coconino,Flagstaff 1,JUDGE COURT OF APPEALS DIV I (THOMPSON),,NO,NP,177,130,0,35,11,1
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Blank Voted,NP,317,244,0,52,21,0
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Number of Under Votes,NP,558,434,0,84,40,0
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"FREDERICKS,CHRISTINE",NP,418,304,0,90,24,0
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"GILMORE, CAROLE",NP,489,395,0,76,17,1
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"KELTY, KARA",NP,650,530,0,95,24,1
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"KULPINSKI, PAUL",NP,304,239,0,50,15,0
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"LAWRENCE, DANIELLE",NP,366,288,0,70,7,1
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Write-in 80,NP,11,9,0,0,2,0
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Times Blank Voted,NP,110,78,0,22,10,0
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,"EVANS, CORAL J.",NP,788,635,0,125,27,1
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,"NABOURS, JERRY",NP,345,259,0,60,26,0
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Write-in 30,NP,6,5,0,0,1,0
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,Times Blank Voted,NP,154,116,0,23,15,0
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,Number of Under Votes,NP,439,314,0,96,29,0
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,"BREWSTER, KARLA",NP,334,237,0,73,23,1
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,"MCCARTHY, JIM",NP,597,498,0,81,18,0
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,"ODEGAARD, CHARLIE",NP,333,249,0,68,16,0
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,"ORAVITS, JEFF",NP,219,167,0,41,11,0
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,"SHIMONI, ADAM",NP,597,489,0,81,26,1
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,"WHELAN, JAMIE",NP,740,607,0,109,23,1
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF,,Write-in 90,NP,23,19,0,3,1,0
Coconino,Flagstaff 1,PROPOSITION 205,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 205,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,PROPOSITION 205,,Times Blank Voted,NP,26,26,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 205,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 205,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 205,,YES,NP,892,688,0,150,53,1
Coconino,Flagstaff 1,PROPOSITION 205,,NO,NP,331,263,0,57,11,0
Coconino,Flagstaff 1,PROPOSITION 206,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 206,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,PROPOSITION 206,,Times Blank Voted,NP,20,15,0,5,0,0
Coconino,Flagstaff 1,PROPOSITION 206,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 206,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 206,,YES,NP,920,733,0,145,41,1
Coconino,Flagstaff 1,PROPOSITION 206,,NO,NP,309,229,0,57,23,0
Coconino,Flagstaff 1,PROPOSITION 410,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 410,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,PROPOSITION 410,,Times Blank Voted,NP,78,60,0,12,6,0
Coconino,Flagstaff 1,PROPOSITION 410,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 410,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 410,,YES,NP,770,621,0,118,30,1
Coconino,Flagstaff 1,PROPOSITION 410,,NO,NP,401,296,0,77,28,0
Coconino,Flagstaff 1,PROPOSITION 411,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 411,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,PROPOSITION 411,,Times Blank Voted,NP,82,60,0,13,9,0
Coconino,Flagstaff 1,PROPOSITION 411,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 411,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 411,,YES,NP,927,746,0,141,39,1
Coconino,Flagstaff 1,PROPOSITION 411,,NO,NP,239,170,0,53,16,0
Coconino,Flagstaff 1,PROPOSITION 412,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 412,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,PROPOSITION 412,,Times Blank Voted,NP,99,67,0,23,9,0
Coconino,Flagstaff 1,PROPOSITION 412,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 412,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 412,,"BOND APPROVAL, YES",NP,664,552,0,89,22,1
Coconino,Flagstaff 1,PROPOSITION 412,,"BOND APPROVAL, NO",NP,486,358,0,95,33,0
Coconino,Flagstaff 1,PROPOSITION 413,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 413,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,PROPOSITION 413,,Times Blank Voted,NP,35,23,0,6,6,0
Coconino,Flagstaff 1,PROPOSITION 413,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 413,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 413,,YES,NP,1125,894,0,176,54,1
Coconino,Flagstaff 1,PROPOSITION 413,,NO,NP,89,60,0,25,4,0
Coconino,Flagstaff 1,PROPOSITION 414,,Registered Voters,NP,1561,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 414,,Times Counted,NP,1249,977,0,207,64,1
Coconino,Flagstaff 1,PROPOSITION 414,,Times Blank Voted,NP,66,50,0,11,5,0
Coconino,Flagstaff 1,PROPOSITION 414,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 414,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 414,,YES,NP,748,588,0,123,36,1
Coconino,Flagstaff 1,PROPOSITION 414,,NO,NP,435,339,0,73,23,0
Coconino,Flagstaff 2,President,,Registered Voters,NP,1368,0,0,0,0,0
Coconino,Flagstaff 2,President,,Times Counted,NP,1185,903,0,213,65,4
Coconino,Flagstaff 2,President,,Times Blank Voted,NP,13,10,0,1,1,1
Coconino,Flagstaff 2,President,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 2,President,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 2,President,,CLINTON-KAINE,DEM,884,683,0,154,44,3
Coconino,Flagstaff 2,President,,TRUMP-PENCE,REP,168,126,0,32,10,0
Coconino,Flagstaff 2,President,,JOHNSON-WELD,LBT,51,31,0,14,6,0
Coconino,Flagstaff 2,President,,STEIN-BARAKA,GRN,32,27,0,3,2,0
Coconino,Flagstaff 2,President,,Write-in,NP,36,25,0,9,2,0
Coconino,Flagstaff 2,U.S. Senate,,Registered Voters,NP,1368,0,0,0,0,0
Coconino,Flagstaff 2,U.S. Senate,,Times Counted,NP,1185,903,0,213,65,4
Coconino,Flagstaff 2,U.S. Senate,,Times Blank Voted,NP,24,17,0,5,1,1
Coconino,Flagstaff 2,U.S. Senate,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 2,U.S. Senate,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 2,U.S. Senate,,"KIRKPATRICK, ANN",DEM,826,642,0,139,42,3
Coconino,Flagstaff 2,U.S. Senate,,"MCCAIN, JOHN",REP,268,190,0,59,19,0
Coconino,Flagstaff 2,U.S. Senate,,"SWING, GARY",GRN,64,51,0,10,3,0
Coconino,Flagstaff 2,U.S. Senate,,Write-in,NP,2,2,0,0,0,0
Coconino,Flagstaff 2,U.S. House,1,Registered Voters,NP,1368,0,0,0,0,0
Coconino,Flagstaff 2,U.S. House,1,Times Counted,NP,1185,903,0,213,65,4
Coconino,Flagstaff 2,U.S. House,1,Times Blank Voted,NP,63,45,0,13,5,0
Coconino,Flagstaff 2,U.S. House,1,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 2,U.S. House,1,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 2,U.S. House,1,"O'HALLERAN, TOM",DEM,857,668,0,145,40,4
Coconino,Flagstaff 2,U.S. House,1,"BABEU, PAUL",REP,177,127,0,37,13,0
Coconino,Flagstaff 2,U.S. House,1,"PARRISH, RAY",GRN,86,61,0,18,7,0
Coconino,Flagstaff 2,U.S. House,1,Write-in,NP,2,2,0,0,0,0
Coconino,Flagstaff 2,State Senate,6,Registered Voters,NP,1368,0,0,0,0,0
Coconino,Flagstaff 2,State Senate,6,Times Counted,NP,1174,897,0,210,63,4
Coconino,Flagstaff 2,State Senate,6,Times Blank Voted,NP,72,49,0,17,5,1
Coconino,Flagstaff 2,State Senate,6,Times Over Voted,NP,1,0,0,0,1,0
Coconino,Flagstaff 2,State Senate,6,Number of Under Votes,NP,0,0,0,0,0,0
