county,votes,election_day,early_voting,provisional,party,office,district,candidate,precinct
Cochise,2064,0,0,0,,Registered Voters,,REGISTERED VOTERS,40 SV Town & Country
Cochise,2451,0,0,0,,Registered Voters,,REGISTERED VOTERS,41 SV Village Meadows
Cochise,1833,0,0,0,,Registered Voters,,REGISTERED VOTERS,42 SV Vista Village
Cochise,2203,0,0,0,,Registered Voters,,REGISTERED VOTERS,43 SV Yaqui
Cochise,1662,0,0,0,,Registered Voters,,REGISTERED VOTERS,44 Tombstone
Cochise,638,0,0,0,,Registered Voters,,REGISTERED VOTERS,45 Webb
Cochise,2196,0,0,0,,Registered Voters,,REGISTERED VOTERS,46 Whetstone
Cochise,1488,0,0,0,,Registered Voters,,REGISTERED VOTERS,47 WI Kansas Settlement
Cochise,1232,0,0,0,,Registered Voters,,REGISTERED VOTERS,48 WI Stewart
Cochise,1050,0,0,0,,Registered Voters,,REGISTERED VOTERS,49 WI Willcox
Cochise,1046,679,323,44,,Ballots Cast,,BALLOTS CAST,01 BE Benson
Cochise,1438,1023,383,32,,Ballots Cast,,BALLOTS CAST,02 BE J-Six
Cochise,1229,910,294,25,,Ballots Cast,,BALLOTS CAST,03 BE San Pedro
Cochise,998,763,217,18,,Ballots Cast,,BALLOTS CAST,04 BI Bisbee
Cochise,988,721,240,27,,Ballots Cast,,BALLOTS CAST,05 BI Don Luis
Cochise,1040,752,266,22,,Ballots Cast,,BALLOTS CAST,06 BI Warren
Cochise,226,146,69,10,,Ballots Cast,,BALLOTS CAST,07 Bowie
Cochise,1268,867,371,30,,Ballots Cast,,BALLOTS CAST,08 Cochise Stronghold
Cochise,781,545,191,45,,Ballots Cast,,BALLOTS CAST,09 DO Calvary
Cochise,1155,849,258,48,,Ballots Cast,,BALLOTS CAST,10 DO Carlson
Cochise,999,703,221,75,,Ballots Cast,,BALLOTS CAST,11 DO Castro Park
Cochise,734,506,178,50,,Ballots Cast,,BALLOTS CAST,12 DO Gadsden
Cochise,824,583,200,41,,Ballots Cast,,BALLOTS CAST,13 DO Sunnyside
Cochise,1256,804,415,37,,Ballots Cast,,BALLOTS CAST,14 Greater San Pedro
Cochise,1439,1066,346,27,,Ballots Cast,,BALLOTS CAST,15 Hereford
Cochise,664,384,248,28,,Ballots Cast,,BALLOTS CAST,16 Huachuca
Cochise,685,468,199,18,,Ballots Cast,,BALLOTS CAST,17 McNeal
Cochise,383,268,94,21,,Ballots Cast,,BALLOTS CAST,18 Naco
Cochise,995,664,306,24,,Ballots Cast,,BALLOTS CAST,19 Palominas
Cochise,787,556,196,34,,Ballots Cast,,BALLOTS CAST,20 Pirtleville
Cochise,808,553,242,13,,Ballots Cast,,BALLOTS CAST,21 Pomerene
Cochise,228,177,48,3,,Ballots Cast,,BALLOTS CAST,22 Portal
Cochise,171,119,47,5,,Ballots Cast,,BALLOTS CAST,23 San Simon
Cochise,1473,1003,426,44,,Ballots Cast,,BALLOTS CAST,24 St David
Cochise,398,267,111,20,,Ballots Cast,,BALLOTS CAST,25 Sunizona
Cochise,1485,1014,417,54,,Ballots Cast,,BALLOTS CAST,26 SV Avenida Del Sol
Cochise,2011,1294,649,67,,Ballots Cast,,BALLOTS CAST,27 SV Buffalo Soldier
Cochise,1036,678,317,41,,Ballots Cast,,BALLOTS CAST,28 SV Busby
Cochise,729,482,220,27,,Ballots Cast,,BALLOTS CAST,29 SV Carmelita
Cochise,552,345,187,20,,Ballots Cast,,BALLOTS CAST,30 SV Cloud
Cochise,1230,827,353,50,,Ballots Cast,,BALLOTS CAST,31 SV College
Cochise,1834,1398,402,34,,Ballots Cast,,BALLOTS CAST,32 SV Country Club
Cochise,1240,806,379,55,,Ballots Cast,,BALLOTS CAST,33 SV Estates
Cochise,1005,673,283,49,,Ballots Cast,,BALLOTS CAST,34 SV Hopi
Cochise,1425,909,476,40,,Ballots Cast,,BALLOTS CAST,35 SV Moson
Cochise,940,638,266,36,,Ballots Cast,,BALLOTS CAST,36 SV Pueblo Del Sol
Cochise,1107,793,294,20,,Ballots Cast,,BALLOTS CAST,37 SV Ramsey
Cochise,779,471,288,20,,Ballots Cast,,BALLOTS CAST,38 SV Snyder
Cochise,1412,865,480,66,,Ballots Cast,,BALLOTS CAST,39 SV Soldier Creek
Cochise,1432,970,432,29,,Ballots Cast,,BALLOTS CAST,40 SV Town & Country
Cochise,1701,1198,467,36,,Ballots Cast,,BALLOTS CAST,41 SV Village Meadows
Cochise,1137,680,423,34,,Ballots Cast,,BALLOTS CAST,42 SV Vista Village
Cochise,1769,1254,482,33,,Ballots Cast,,BALLOTS CAST,43 SV Yaqui
Cochise,1231,694,515,22,,Ballots Cast,,BALLOTS CAST,44 Tombstone
Cochise,458,282,152,24,,Ballots Cast,,BALLOTS CAST,45 Webb
Cochise,1556,947,554,47,,Ballots Cast,,BALLOTS CAST,46 Whetstone
Cochise,987,566,384,37,,Ballots Cast,,BALLOTS CAST,47 WI Kansas Settlement
Cochise,871,530,317,24,,Ballots Cast,,BALLOTS CAST,48 WI Stewart
Cochise,661,380,254,27,,Ballots Cast,,BALLOTS CAST,49 WI Willcox
Cochise,1,1,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,01 BE Benson
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,02 BE J-Six
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,03 BE San Pedro
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,04 BI Bisbee
Cochise,1,0,1,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,05 BI Don Luis
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,06 BI Warren
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,07 Bowie
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,08 Cochise Stronghold
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,09 DO Calvary
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,10 DO Carlson
Cochise,1,0,1,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,11 DO Castro Park
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,12 DO Gadsden
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,13 DO Sunnyside
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,14 Greater San Pedro
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,15 Hereford
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,16 Huachuca
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,17 McNeal
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,18 Naco
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,19 Palominas
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,20 Pirtleville
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,21 Pomerene
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,22 Portal
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,23 San Simon
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,24 St David
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,25 Sunizona
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,26 SV Avenida Del Sol
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,27 SV Buffalo Soldier
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,28 SV Busby
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,29 SV Carmelita
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,30 SV Cloud
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,31 SV College
Cochise,1,1,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,32 SV Country Club
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,33 SV Estates
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,34 SV Hopi
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,35 SV Moson
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,36 SV Pueblo Del Sol
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,37 SV Ramsey
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,38 SV Snyder
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,39 SV Soldier Creek
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,40 SV Town & Country
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,41 SV Village Meadows
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,42 SV Vista Village
Cochise,1,0,1,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,43 SV Yaqui
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,44 Tombstone
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,45 Webb
Cochise,1,1,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,46 Whetstone
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,47 WI Kansas Settlement
Cochise,1,1,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,48 WI Stewart
Cochise,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,49 WI Willcox
Cochise,630,393,215,22,REP,President,,"TRUMP, PENCE",01 BE Benson
Cochise,992,689,283,20,REP,President,,"TRUMP, PENCE",02 BE J-Six
Cochise,727,517,197,13,REP,President,,"TRUMP, PENCE",03 BE San Pedro
Cochise,179,122,51,6,REP,President,,"TRUMP, PENCE",04 BI Bisbee
Cochise,397,258,126,13,REP,President,,"TRUMP, PENCE",05 BI Don Luis
Cochise,330,214,105,11,REP,President,,"TRUMP, PENCE",06 BI Warren
Cochise,126,78,41,6,REP,President,,"TRUMP, PENCE",07 Bowie
Cochise,883,591,271,21,REP,President,,"TRUMP, PENCE",08 Cochise Stronghold
Cochise,117,68,35,14,REP,President,,"TRUMP, PENCE",09 DO Calvary
Cochise,272,192,68,12,REP,President,,"TRUMP, PENCE",10 DO Carlson
Cochise,104,69,29,6,REP,President,,"TRUMP, PENCE",11 DO Castro Park
Cochise,119,81,30,8,REP,President,,"TRUMP, PENCE",12 DO Gadsden
Cochise,201,137,58,6,REP,President,,"TRUMP, PENCE",13 DO Sunnyside
Cochise,869,520,323,26,REP,President,,"TRUMP, PENCE",14 Greater San Pedro
Cochise,948,680,249,19,REP,President,,"TRUMP, PENCE",15 Hereford
Cochise,373,200,158,14,REP,President,,"TRUMP, PENCE",16 Huachuca
Cochise,452,286,156,10,REP,President,,"TRUMP, PENCE",17 McNeal
Cochise,92,67,22,3,REP,President,,"TRUMP, PENCE",18 Naco
Cochise,650,411,228,11,REP,President,,"TRUMP, PENCE",19 Palominas
Cochise,211,142,61,7,REP,President,,"TRUMP, PENCE",20 Pirtleville
Cochise,528,351,171,6,REP,President,,"TRUMP, PENCE",21 Pomerene
Cochise,119,91,27,1,REP,President,,"TRUMP, PENCE",22 Portal
Cochise,134,92,39,3,REP,President,,"TRUMP, PENCE",23 San Simon
Cochise,1044,683,325,36,REP,President,,"TRUMP, PENCE",24 St David
Cochise,259,156,93,10,REP,President,,"TRUMP, PENCE",25 Sunizona
Cochise,837,562,246,29,REP,President,,"TRUMP, PENCE",26 SV Avenida Del Sol
Cochise,1137,680,419,37,REP,President,,"TRUMP, PENCE",27 SV Buffalo Soldier
Cochise,538,337,177,24,REP,President,,"TRUMP, PENCE",28 SV Busby
Cochise,402,258,134,10,REP,President,,"TRUMP, PENCE",29 SV Carmelita
Cochise,295,174,114,7,REP,President,,"TRUMP, PENCE",30 SV Cloud
Cochise,693,451,215,27,REP,President,,"TRUMP, PENCE",31 SV College
Cochise,1194,868,304,22,REP,President,,"TRUMP, PENCE",32 SV Country Club
Cochise,734,447,258,29,REP,President,,"TRUMP, PENCE",33 SV Estates
Cochise,543,347,174,22,REP,President,,"TRUMP, PENCE",34 SV Hopi
Cochise,953,556,368,29,REP,President,,"TRUMP, PENCE",35 SV Moson
Cochise,536,337,180,19,REP,President,,"TRUMP, PENCE",36 SV Pueblo Del Sol
Cochise,727,506,212,9,REP,President,,"TRUMP, PENCE",37 SV Ramsey
Cochise,403,223,173,7,REP,President,,"TRUMP, PENCE",38 SV Snyder
Cochise,723,412,272,38,REP,President,,"TRUMP, PENCE",39 SV Soldier Creek
Cochise,889,569,301,18,REP,President,,"TRUMP, PENCE",40 SV Town & Country
Cochise,1028,696,309,23,REP,President,,"TRUMP, PENCE",41 SV Village Meadows
Cochise,617,339,260,18,REP,President,,"TRUMP, PENCE",42 SV Vista Village
Cochise,1174,782,369,23,REP,President,,"TRUMP, PENCE",43 SV Yaqui
Cochise,828,430,379,19,REP,President,,"TRUMP, PENCE",44 Tombstone
Cochise,306,180,112,14,REP,President,,"TRUMP, PENCE",45 Webb
Cochise,1087,637,413,31,REP,President,,"TRUMP, PENCE",46 Whetstone
Cochise,663,362,281,20,REP,President,,"TRUMP, PENCE",47 WI Kansas Settlement
Cochise,623,369,238,16,REP,President,,"TRUMP, PENCE",48 WI Stewart
Cochise,406,219,179,8,REP,President,,"TRUMP, PENCE",49 WI Willcox
Cochise,304,215,72,17,DEM,President,,"CLINTON, KAINE",01 BE Benson
Cochise,320,246,65,9,DEM,President,,"CLINTON, KAINE",02 BE J-Six
Cochise,376,307,62,7,DEM,President,,"CLINTON, KAINE",03 BE San Pedro
Cochise,699,556,133,10,DEM,President,,"CLINTON, KAINE",04 BI Bisbee
Cochise,499,402,86,11,DEM,President,,"CLINTON, KAINE",05 BI Don Luis
Cochise,577,443,124,10,DEM,President,,"CLINTON, KAINE",06 BI Warren
Cochise,81,59,19,3,DEM,President,,"CLINTON, KAINE",07 Bowie
Cochise,292,220,66,6,DEM,President,,"CLINTON, KAINE",08 Cochise Stronghold
Cochise,605,452,127,26,DEM,President,,"CLINTON, KAINE",09 DO Calvary
Cochise,795,599,165,31,DEM,President,,"CLINTON, KAINE",10 DO Carlson
Cochise,815,586,168,61,DEM,President,,"CLINTON, KAINE",11 DO Castro Park
Cochise,561,401,125,35,DEM,President,,"CLINTON, KAINE",12 DO Gadsden
Cochise,553,413,112,28,DEM,President,,"CLINTON, KAINE",13 DO Sunnyside
Cochise,241,188,45,8,DEM,President,,"CLINTON, KAINE",14 Greater San Pedro
Cochise,359,292,61,6,DEM,President,,"CLINTON, KAINE",15 Hereford
Cochise,203,134,59,9,DEM,President,,"CLINTON, KAINE",16 Huachuca
Cochise,168,133,32,3,DEM,President,,"CLINTON, KAINE",17 McNeal
Cochise,253,180,60,13,DEM,President,,"CLINTON, KAINE",18 Naco
Cochise,241,193,42,6,DEM,President,,"CLINTON, KAINE",19 Palominas
Cochise,514,376,112,26,DEM,President,,"CLINTON, KAINE",20 Pirtleville
Cochise,216,161,53,2,DEM,President,,"CLINTON, KAINE",21 Pomerene
Cochise,96,78,17,1,DEM,President,,"CLINTON, KAINE",22 Portal
Cochise,27,20,6,1,DEM,President,,"CLINTON, KAINE",23 San Simon
Cochise,290,226,62,2,DEM,President,,"CLINTON, KAINE",24 St David
Cochise,104,83,13,8,DEM,President,,"CLINTON, KAINE",25 Sunizona
Cochise,486,347,124,15,DEM,President,,"CLINTON, KAINE",26 SV Avenida Del Sol
Cochise,646,465,161,20,DEM,President,,"CLINTON, KAINE",27 SV Buffalo Soldier
Cochise,374,263,97,14,DEM,President,,"CLINTON, KAINE",28 SV Busby
Cochise,240,170,57,13,DEM,President,,"CLINTON, KAINE",29 SV Carmelita
Cochise,189,131,50,8,DEM,President,,"CLINTON, KAINE",30 SV Cloud
Cochise,370,273,82,15,DEM,President,,"CLINTON, KAINE",31 SV College
Cochise,490,427,57,6,DEM,President,,"CLINTON, KAINE",32 SV Country Club
Cochise,378,274,89,15,DEM,President,,"CLINTON, KAINE",33 SV Estates
Cochise,352,258,77,17,DEM,President,,"CLINTON, KAINE",34 SV Hopi
Cochise,327,250,73,4,DEM,President,,"CLINTON, KAINE",35 SV Moson
Cochise,292,224,59,9,DEM,President,,"CLINTON, KAINE",36 SV Pueblo Del Sol
Cochise,294,226,59,9,DEM,President,,"CLINTON, KAINE",37 SV Ramsey
Cochise,281,183,88,10,DEM,President,,"CLINTON, KAINE",38 SV Snyder
Cochise,496,325,152,19,DEM,President,,"CLINTON, KAINE",39 SV Soldier Creek
Cochise,398,300,91,7,DEM,President,,"CLINTON, KAINE",40 SV Town & Country
Cochise,507,393,107,7,DEM,President,,"CLINTON, KAINE",41 SV Village Meadows
Cochise,366,246,110,10,DEM,President,,"CLINTON, KAINE",42 SV Vista Village
Cochise,449,363,79,7,DEM,President,,"CLINTON, KAINE",43 SV Yaqui
Cochise,278,205,71,2,DEM,President,,"CLINTON, KAINE",44 Tombstone
Cochise,116,79,27,10,DEM,President,,"CLINTON, KAINE",45 Webb
Cochise,330,230,92,7,DEM,President,,"CLINTON, KAINE",46 Whetstone
Cochise,248,164,70,14,DEM,President,,"CLINTON, KAINE",47 WI Kansas Settlement
Cochise,177,126,45,6,DEM,President,,"CLINTON, KAINE",48 WI Stewart
Cochise,177,126,44,7,DEM,President,,"CLINTON, KAINE",49 WI Willcox
Cochise,48,28,18,2,LBT,President,,"JOHNSON, WELD",01 BE Benson
Cochise,59,36,22,1,LBT,President,,"JOHNSON, WELD",02 BE J-Six
Cochise,65,43,18,4,LBT,President,,"JOHNSON, WELD",03 BE San Pedro
Cochise,26,16,9,1,LBT,President,,"JOHNSON, WELD",04 BI Bisbee
Cochise,41,31,9,1,LBT,President,,"JOHNSON, WELD",05 BI Don Luis
Cochise,50,33,17,0,LBT,President,,"JOHNSON, WELD",06 BI Warren
Cochise,7,1,5,1,LBT,President,,"JOHNSON, WELD",07 Bowie
Cochise,40,26,14,0,LBT,President,,"JOHNSON, WELD",08 Cochise Stronghold
Cochise,21,12,8,1,LBT,President,,"JOHNSON, WELD",09 DO Calvary
Cochise,34,24,7,3,LBT,President,,"JOHNSON, WELD",10 DO Carlson
Cochise,21,14,7,0,LBT,President,,"JOHNSON, WELD",11 DO Castro Park
Cochise,22,10,9,3,LBT,President,,"JOHNSON, WELD",12 DO Gadsden
Cochise,22,10,11,1,LBT,President,,"JOHNSON, WELD",13 DO Sunnyside
Cochise,81,55,25,1,LBT,President,,"JOHNSON, WELD",14 Greater San Pedro
Cochise,62,37,24,1,LBT,President,,"JOHNSON, WELD",15 Hereford
Cochise,55,32,20,2,LBT,President,,"JOHNSON, WELD",16 Huachuca
Cochise,31,22,6,3,LBT,President,,"JOHNSON, WELD",17 McNeal
Cochise,15,7,6,2,LBT,President,,"JOHNSON, WELD",18 Naco
Cochise,56,32,20,4,LBT,President,,"JOHNSON, WELD",19 Palominas
Cochise,22,18,4,0,LBT,President,,"JOHNSON, WELD",20 Pirtleville
Cochise,31,18,11,2,LBT,President,,"JOHNSON, WELD",21 Pomerene
Cochise,4,3,0,1,LBT,President,,"JOHNSON, WELD",22 Portal
Cochise,2,2,0,0,LBT,President,,"JOHNSON, WELD",23 San Simon
Cochise,72,52,16,4,LBT,President,,"JOHNSON, WELD",24 St David
Cochise,10,5,5,0,LBT,President,,"JOHNSON, WELD",25 Sunizona
Cochise,69,44,23,2,LBT,President,,"JOHNSON, WELD",26 SV Avenida Del Sol
Cochise,120,74,39,7,LBT,President,,"JOHNSON, WELD",27 SV Buffalo Soldier
Cochise,62,39,22,1,LBT,President,,"JOHNSON, WELD",28 SV Busby
Cochise,49,30,17,2,LBT,President,,"JOHNSON, WELD",29 SV Carmelita
Cochise,33,15,15,3,LBT,President,,"JOHNSON, WELD",30 SV Cloud
Cochise,75,40,32,3,LBT,President,,"JOHNSON, WELD",31 SV College
Cochise,75,52,19,4,LBT,President,,"JOHNSON, WELD",32 SV Country Club
Cochise,54,34,17,3,LBT,President,,"JOHNSON, WELD",33 SV Estates
Cochise,52,29,19,4,LBT,President,,"JOHNSON, WELD",34 SV Hopi
Cochise,82,59,20,3,LBT,President,,"JOHNSON, WELD",35 SV Moson
Cochise,55,37,14,4,LBT,President,,"JOHNSON, WELD",36 SV Pueblo Del Sol
Cochise,42,28,12,2,LBT,President,,"JOHNSON, WELD",37 SV Ramsey
Cochise,55,37,16,2,LBT,President,,"JOHNSON, WELD",38 SV Snyder
Cochise,109,74,31,4,LBT,President,,"JOHNSON, WELD",39 SV Soldier Creek
Cochise,70,44,23,3,LBT,President,,"JOHNSON, WELD",40 SV Town & Country
Cochise,88,58,29,1,LBT,President,,"JOHNSON, WELD",41 SV Village Meadows
Cochise,76,43,30,3,LBT,President,,"JOHNSON, WELD",42 SV Vista Village
Cochise,67,44,21,2,LBT,President,,"JOHNSON, WELD",43 SV Yaqui
Cochise,60,30,29,1,LBT,President,,"JOHNSON, WELD",44 Tombstone
Cochise,16,11,5,0,LBT,President,,"JOHNSON, WELD",45 Webb
Cochise,80,45,31,4,LBT,President,,"JOHNSON, WELD",46 Whetstone
Cochise,39,18,18,3,LBT,President,,"JOHNSON, WELD",47 WI Kansas Settlement
Cochise,35,17,18,0,LBT,President,,"JOHNSON, WELD",48 WI Stewart
Cochise,34,18,12,4,LBT,President,,"JOHNSON, WELD",49 WI Willcox
Cochise,24,11,10,3,GRN,President,,"STEIN, BARAKA",01 BE Benson
Cochise,20,12,7,1,GRN,President,,"STEIN, BARAKA",02 BE J-Six
Cochise,26,15,11,0,GRN,President,,"STEIN, BARAKA",03 BE San Pedro
Cochise,58,41,16,1,GRN,President,,"STEIN, BARAKA",04 BI Bisbee
Cochise,27,15,10,2,GRN,President,,"STEIN, BARAKA",05 BI Don Luis
Cochise,40,30,10,0,GRN,President,,"STEIN, BARAKA",06 BI Warren
Cochise,7,4,3,0,GRN,President,,"STEIN, BARAKA",07 Bowie
Cochise,29,15,11,3,GRN,President,,"STEIN, BARAKA",08 Cochise Stronghold
Cochise,23,2,18,3,GRN,President,,"STEIN, BARAKA",09 DO Calvary
Cochise,20,7,11,2,GRN,President,,"STEIN, BARAKA",10 DO Carlson
Cochise,24,14,6,4,GRN,President,,"STEIN, BARAKA",11 DO Castro Park
Cochise,17,4,11,2,GRN,President,,"STEIN, BARAKA",12 DO Gadsden
Cochise,27,8,13,6,GRN,President,,"STEIN, BARAKA",13 DO Sunnyside
Cochise,28,17,9,2,GRN,President,,"STEIN, BARAKA",14 Greater San Pedro
Cochise,21,15,5,1,GRN,President,,"STEIN, BARAKA",15 Hereford
Cochise,14,6,6,2,GRN,President,,"STEIN, BARAKA",16 Huachuca
Cochise,15,12,2,1,GRN,President,,"STEIN, BARAKA",17 McNeal
Cochise,11,7,2,2,GRN,President,,"STEIN, BARAKA",18 Naco
Cochise,18,9,8,1,GRN,President,,"STEIN, BARAKA",19 Palominas
Cochise,23,10,12,1,GRN,President,,"STEIN, BARAKA",20 Pirtleville
Cochise,15,13,0,2,GRN,President,,"STEIN, BARAKA",21 Pomerene
Cochise,6,3,3,0,GRN,President,,"STEIN, BARAKA",22 Portal
Cochise,3,1,1,1,GRN,President,,"STEIN, BARAKA",23 San Simon
Cochise,16,10,5,1,GRN,President,,"STEIN, BARAKA",24 St David
Cochise,8,7,0,1,GRN,President,,"STEIN, BARAKA",25 Sunizona
Cochise,23,9,9,5,GRN,President,,"STEIN, BARAKA",26 SV Avenida Del Sol
Cochise,32,23,8,1,GRN,President,,"STEIN, BARAKA",27 SV Buffalo Soldier
Cochise,25,13,11,1,GRN,President,,"STEIN, BARAKA",28 SV Busby
Cochise,14,8,5,1,GRN,President,,"STEIN, BARAKA",29 SV Carmelita
