county,votes,election_day,early_voting,provisional,party,office,district,candidate,precinct
Gila,577,408,142,27,,Ballots Cast,,BALLOTS CAST,Claypool No. 1
Gila,492,330,147,15,,Ballots Cast,,BALLOTS CAST,Claypool No. 2
Gila,276,209,62,5,,Ballots Cast,,BALLOTS CAST,Claypool No. 3
Gila,305,208,84,13,,Ballots Cast,,BALLOTS CAST,Central Heights
Gila,191,152,33,6,,Ballots Cast,,BALLOTS CAST,Pinal Creek
Gila,108,80,27,1,,Ballots Cast,,BALLOTS CAST,Wheatfields
Gila,837,657,146,34,,Ballots Cast,,BALLOTS CAST,Payson No. 1
Gila,1437,1148,244,45,,Ballots Cast,,BALLOTS CAST,Payson No. 2
Gila,1987,1725,223,39,,Ballots Cast,,BALLOTS CAST,Payson No. 3
Gila,822,665,122,35,,Ballots Cast,,BALLOTS CAST,Payson No. 4
Gila,1298,1055,217,26,,Ballots Cast,,BALLOTS CAST,Payson No. 5
Gila,754,606,123,25,,Ballots Cast,,BALLOTS CAST,Payson No. 6
Gila,636,508,110,18,,Ballots Cast,,BALLOTS CAST,Payson No. 7
Gila,985,800,158,27,,Ballots Cast,,BALLOTS CAST,Payson No. 8
Gila,1724,1370,279,75,,Ballots Cast,,BALLOTS CAST,Star Valley
Gila,451,325,106,20,,Ballots Cast,,BALLOTS CAST,Copper Basin
Gila,355,252,91,12,,Ballots Cast,,BALLOTS CAST,Gisela
Gila,464,356,107,1,,Ballots Cast,,BALLOTS CAST,Pine-Strawberry East
Gila,1351,1015,279,57,,Ballots Cast,,BALLOTS CAST,Pine-Strawberry West
Gila,161,131,27,3,,Ballots Cast,,BALLOTS CAST,Roosevelt
Gila,97,83,14,0,,Ballots Cast,,BALLOTS CAST,Sierra Ancha
Gila,899,654,222,23,,Ballots Cast,,BALLOTS CAST,Tonto Basin
Gila,177,141,29,7,,Ballots Cast,,BALLOTS CAST,Whispering Pines
Gila,409,289,100,20,,Ballots Cast,,BALLOTS CAST,Young
Gila,410,330,72,8,,Ballots Cast,,BALLOTS CAST,Zane Grey
Gila,352,47,269,36,,Ballots Cast,,BALLOTS CAST,Canyon Day
Gila,36,6,28,2,,Ballots Cast,,BALLOTS CAST,Carrizo
Gila,1175,264,799,112,,Ballots Cast,,BALLOTS CAST,San Carlos
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Globe No. 1
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Globe No. 2
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Globe No. 3
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Globe No. 4
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Globe No. 6
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Globe No. 7
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Globe No. 8
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Globe No. 11
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,East Globe
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Miami No. 1
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Miami No. 3
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Claypool No. 1
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Claypool No. 2
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Claypool No. 3
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Central Heights
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Pinal Creek
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Wheatfields
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Payson No. 1
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Payson No. 2
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Payson No. 3
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Payson No. 4
Gila,1,0,1,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Payson No. 5
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Payson No. 6
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Payson No. 7
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Payson No. 8
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Star Valley
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Copper Basin
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Gisela
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Pine-Strawberry East
Gila,1,1,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Pine-Strawberry West
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Roosevelt
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Sierra Ancha
Gila,1,0,1,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Tonto Basin
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Whispering Pines
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Young
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Zane Grey
Gila,1,0,1,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Canyon Day
Gila,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Carrizo
Gila,1,0,1,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,San Carlos
Gila,248,176,62,10,REP,President,,TRUMP PENCE,Globe No. 1
Gila,72,57,14,1,REP,President,,TRUMP PENCE,Globe No. 2
Gila,49,46,1,2,REP,President,,TRUMP PENCE,Globe No. 3
Gila,214,165,42,7,REP,President,,TRUMP PENCE,Globe No. 4
Gila,365,272,78,15,REP,President,,TRUMP PENCE,Globe No. 6
Gila,177,123,49,5,REP,President,,TRUMP PENCE,Globe No. 7
Gila,186,138,42,6,REP,President,,TRUMP PENCE,Globe No. 8
Gila,359,253,98,8,REP,President,,TRUMP PENCE,Globe No. 11
Gila,347,252,82,13,REP,President,,TRUMP PENCE,East Globe
Gila,139,99,35,5,REP,President,,TRUMP PENCE,Miami No. 1
Gila,141,90,41,10,REP,President,,TRUMP PENCE,Miami No. 3
Gila,388,262,104,22,REP,President,,TRUMP PENCE,Claypool No. 1
Gila,285,179,96,10,REP,President,,TRUMP PENCE,Claypool No. 2
Gila,128,92,33,3,REP,President,,TRUMP PENCE,Claypool No. 3
Gila,182,123,52,7,REP,President,,TRUMP PENCE,Central Heights
Gila,105,74,26,5,REP,President,,TRUMP PENCE,Pinal Creek
Gila,62,41,20,1,REP,President,,TRUMP PENCE,Wheatfields
Gila,599,465,106,28,REP,President,,TRUMP PENCE,Payson No. 1
Gila,1052,839,180,33,REP,President,,TRUMP PENCE,Payson No. 2
Gila,1348,1156,161,31,REP,President,,TRUMP PENCE,Payson No. 3
Gila,553,433,94,26,REP,President,,TRUMP PENCE,Payson No. 4
Gila,897,716,160,21,REP,President,,TRUMP PENCE,Payson No. 5
Gila,505,393,91,21,REP,President,,TRUMP PENCE,Payson No. 6
Gila,453,355,83,15,REP,President,,TRUMP PENCE,Payson No. 7
Gila,687,545,121,21,REP,President,,TRUMP PENCE,Payson No. 8
Gila,1253,964,228,61,REP,President,,TRUMP PENCE,Star Valley
Gila,115,78,28,9,REP,President,,TRUMP PENCE,Copper Basin
Gila,264,190,67,7,REP,President,,TRUMP PENCE,Gisela
Gila,334,249,84,1,REP,President,,TRUMP PENCE,Pine-Strawberry East
Gila,932,665,230,37,REP,President,,TRUMP PENCE,Pine-Strawberry West
Gila,113,90,21,2,REP,President,,TRUMP PENCE,Roosevelt
Gila,77,67,10,0,REP,President,,TRUMP PENCE,Sierra Ancha
Gila,705,496,187,22,REP,President,,TRUMP PENCE,Tonto Basin
Gila,114,89,21,4,REP,President,,TRUMP PENCE,Whispering Pines
Gila,329,230,82,17,REP,President,,TRUMP PENCE,Young
Gila,256,198,54,4,REP,President,,TRUMP PENCE,Zane Grey
Gila,24,3,19,2,REP,President,,TRUMP PENCE,Canyon Day
Gila,2,0,2,0,REP,President,,TRUMP PENCE,Carrizo
Gila,123,39,67,17,REP,President,,TRUMP PENCE,San Carlos
Gila,129,102,23,4,DEM,President,,CLINTON KAINE,Globe No. 1
Gila,67,52,15,0,DEM,President,,CLINTON KAINE,Globe No. 2
Gila,49,42,7,0,DEM,President,,CLINTON KAINE,Globe No. 3
Gila,163,130,31,2,DEM,President,,CLINTON KAINE,Globe No. 4
Gila,205,159,37,9,DEM,President,,CLINTON KAINE,Globe No. 6
Gila,105,80,23,2,DEM,President,,CLINTON KAINE,Globe No. 7
Gila,175,142,29,4,DEM,President,,CLINTON KAINE,Globe No. 8
Gila,127,103,22,2,DEM,President,,CLINTON KAINE,Globe No. 11
Gila,180,143,28,9,DEM,President,,CLINTON KAINE,East Globe
Gila,86,70,14,2,DEM,President,,CLINTON KAINE,Miami No. 1
Gila,204,151,46,7,DEM,President,,CLINTON KAINE,Miami No. 3
Gila,134,102,27,5,DEM,President,,CLINTON KAINE,Claypool No. 1
Gila,168,122,41,5,DEM,President,,CLINTON KAINE,Claypool No. 2
Gila,117,93,22,2,DEM,President,,CLINTON KAINE,Claypool No. 3
Gila,90,66,21,3,DEM,President,,CLINTON KAINE,Central Heights
Gila,74,69,4,1,DEM,President,,CLINTON KAINE,Pinal Creek
Gila,33,29,4,0,DEM,President,,CLINTON KAINE,Wheatfields
Gila,177,152,22,3,DEM,President,,CLINTON KAINE,Payson No. 1
Gila,283,229,46,8,DEM,President,,CLINTON KAINE,Payson No. 2
Gila,506,452,47,7,DEM,President,,CLINTON KAINE,Payson No. 3
Gila,203,176,20,7,DEM,President,,CLINTON KAINE,Payson No. 4
Gila,312,269,39,4,DEM,President,,CLINTON KAINE,Payson No. 5
Gila,188,163,22,3,DEM,President,,CLINTON KAINE,Payson No. 6
Gila,138,117,19,2,DEM,President,,CLINTON KAINE,Payson No. 7
Gila,228,203,19,6,DEM,President,,CLINTON KAINE,Payson No. 8
Gila,362,316,36,10,DEM,President,,CLINTON KAINE,Star Valley
Gila,312,228,74,10,DEM,President,,CLINTON KAINE,Copper Basin
Gila,68,49,16,3,DEM,President,,CLINTON KAINE,Gisela
Gila,94,79,15,0,DEM,President,,CLINTON KAINE,Pine-Strawberry East
Gila,323,275,38,10,DEM,President,,CLINTON KAINE,Pine-Strawberry West
Gila,31,25,5,1,DEM,President,,CLINTON KAINE,Roosevelt
Gila,14,12,2,0,DEM,President,,CLINTON KAINE,Sierra Ancha
Gila,159,132,26,1,DEM,President,,CLINTON KAINE,Tonto Basin
Gila,49,41,6,2,DEM,President,,CLINTON KAINE,Whispering Pines
Gila,54,41,11,2,DEM,President,,CLINTON KAINE,Young
Gila,114,96,14,4,DEM,President,,CLINTON KAINE,Zane Grey
Gila,307,40,235,32,DEM,President,,CLINTON KAINE,Canyon Day
Gila,30,6,22,2,DEM,President,,CLINTON KAINE,Carrizo
Gila,945,202,660,83,DEM,President,,CLINTON KAINE,San Carlos
Gila,18,17,1,0,LBT,President,,JOHNSON WELD,Globe No. 1
Gila,10,8,2,0,LBT,President,,JOHNSON WELD,Globe No. 2
Gila,7,5,2,0,LBT,President,,JOHNSON WELD,Globe No. 3
Gila,25,23,2,0,LBT,President,,JOHNSON WELD,Globe No. 4
Gila,20,17,3,0,LBT,President,,JOHNSON WELD,Globe No. 6
Gila,9,6,3,0,LBT,President,,JOHNSON WELD,Globe No. 7
Gila,15,10,5,0,LBT,President,,JOHNSON WELD,Globe No. 8
Gila,16,9,4,3,LBT,President,,JOHNSON WELD,Globe No. 11
Gila,23,20,2,1,LBT,President,,JOHNSON WELD,East Globe
Gila,13,11,1,1,LBT,President,,JOHNSON WELD,Miami No. 1
Gila,25,16,8,1,LBT,President,,JOHNSON WELD,Miami No. 3
Gila,23,18,5,0,LBT,President,,JOHNSON WELD,Claypool No. 1
Gila,20,16,4,0,LBT,President,,JOHNSON WELD,Claypool No. 2
Gila,12,10,2,0,LBT,President,,JOHNSON WELD,Claypool No. 3
Gila,14,10,2,2,LBT,President,,JOHNSON WELD,Central Heights
Gila,6,6,0,0,LBT,President,,JOHNSON WELD,Pinal Creek
Gila,7,6,1,0,LBT,President,,JOHNSON WELD,Wheatfields
Gila,28,16,10,2,LBT,President,,JOHNSON WELD,Payson No. 1
Gila,48,34,11,3,LBT,President,,JOHNSON WELD,Payson No. 2
Gila,61,54,6,1,LBT,President,,JOHNSON WELD,Payson No. 3
Gila,28,24,3,1,LBT,President,,JOHNSON WELD,Payson No. 4
Gila,44,35,8,1,LBT,President,,JOHNSON WELD,Payson No. 5
Gila,32,28,3,1,LBT,President,,JOHNSON WELD,Payson No. 6
Gila,26,19,7,0,LBT,President,,JOHNSON WELD,Payson No. 7
Gila,30,21,9,0,LBT,President,,JOHNSON WELD,Payson No. 8
Gila,53,43,8,2,LBT,President,,JOHNSON WELD,Star Valley
Gila,8,7,1,0,LBT,President,,JOHNSON WELD,Copper Basin
Gila,15,8,7,0,LBT,President,,JOHNSON WELD,Gisela
Gila,14,9,5,0,LBT,President,,JOHNSON WELD,Pine-Strawberry East
Gila,47,36,6,5,LBT,President,,JOHNSON WELD,Pine-Strawberry West
Gila,9,9,0,0,LBT,President,,JOHNSON WELD,Roosevelt
Gila,3,2,1,0,LBT,President,,JOHNSON WELD,Sierra Ancha
Gila,15,13,2,0,LBT,President,,JOHNSON WELD,Tonto Basin
Gila,9,7,2,0,LBT,President,,JOHNSON WELD,Whispering Pines
Gila,11,8,2,1,LBT,President,,JOHNSON WELD,Young
Gila,25,22,3,0,LBT,President,,JOHNSON WELD,Zane Grey
Gila,6,2,4,0,LBT,President,,JOHNSON WELD,Canyon Day
Gila,1,0,1,0,LBT,President,,JOHNSON WELD,Carrizo
Gila,27,10,15,2,LBT,President,,JOHNSON WELD,San Carlos
Gila,4,2,2,0,GRN,President,,STEIN BARAKA,Globe No. 1
Gila,1,1,0,0,GRN,President,,STEIN BARAKA,Globe No. 2
Gila,3,3,0,0,GRN,President,,STEIN BARAKA,Globe No. 3
Gila,4,4,0,0,GRN,President,,STEIN BARAKA,Globe No. 4
Gila,9,9,0,0,GRN,President,,STEIN BARAKA,Globe No. 6
Gila,3,1,2,0,GRN,President,,STEIN BARAKA,Globe No. 7
Gila,2,1,1,0,GRN,President,,STEIN BARAKA,Globe No. 8
Gila,3,1,2,0,GRN,President,,STEIN BARAKA,Globe No. 11
Gila,4,2,2,0,GRN,President,,STEIN BARAKA,East Globe
Gila,3,2,1,0,GRN,President,,STEIN BARAKA,Miami No. 1
Gila,3,2,1,0,GRN,President,,STEIN BARAKA,Miami No. 3
Gila,8,7,1,0,GRN,President,,STEIN BARAKA,Claypool No. 1
Gila,2,2,0,0,GRN,President,,STEIN BARAKA,Claypool No. 2
Gila,2,1,1,0,GRN,President,,STEIN BARAKA,Claypool No. 3
Gila,4,1,3,0,GRN,President,,STEIN BARAKA,Central Heights
Gila,1,0,1,0,GRN,President,,STEIN BARAKA,Pinal Creek
Gila,3,3,0,0,GRN,President,,STEIN BARAKA,Wheatfields
Gila,10,7,3,0,GRN,President,,STEIN BARAKA,Payson No. 1
Gila,14,10,4,0,GRN,President,,STEIN BARAKA,Payson No. 2
Gila,13,13,0,0,GRN,President,,STEIN BARAKA,Payson No. 3
Gila,9,8,1,0,GRN,President,,STEIN BARAKA,Payson No. 4
Gila,10,7,3,0,GRN,President,,STEIN BARAKA,Payson No. 5
Gila,6,4,2,0,GRN,President,,STEIN BARAKA,Payson No. 6
Gila,3,2,0,1,GRN,President,,STEIN BARAKA,Payson No. 7
Gila,14,10,4,0,GRN,President,,STEIN BARAKA,Payson No. 8
Gila,15,12,3,0,GRN,President,,STEIN BARAKA,Star Valley
Gila,9,6,2,1,GRN,President,,STEIN BARAKA,Copper Basin
Gila,5,2,1,2,GRN,President,,STEIN BARAKA,Gisela
Gila,5,5,0,0,GRN,President,,STEIN BARAKA,Pine-Strawberry East
Gila,13,8,2,3,GRN,President,,STEIN BARAKA,Pine-Strawberry West
Gila,3,2,1,0,GRN,President,,STEIN BARAKA,Roosevelt
Gila,0,0,0,0,GRN,President,,STEIN BARAKA,Sierra Ancha
Gila,3,1,2,0,GRN,President,,STEIN BARAKA,Tonto Basin
Gila,0,0,0,0,GRN,President,,STEIN BARAKA,Whispering Pines
Gila,2,0,2,0,GRN,President,,STEIN BARAKA,Young
Gila,2,2,0,0,GRN,President,,STEIN BARAKA,Zane Grey
Gila,0,0,0,0,GRN,President,,STEIN BARAKA,Canyon Day
Gila,2,0,2,0,GRN,President,,STEIN BARAKA,Carrizo
Gila,15,2,12,1,GRN,President,,STEIN BARAKA,San Carlos
Gila,5,5,0,0,NON,President,,WRITE-IN,Globe No. 1
Gila,4,2,0,2,NON,President,,WRITE-IN,Globe No. 2
Gila,4,3,1,0,NON,President,,WRITE-IN,Globe No. 3
Gila,12,12,0,0,NON,President,,WRITE-IN,Globe No. 4
Gila,11,11,0,0,NON,President,,WRITE-IN,Globe No. 6
Gila,7,7,0,0,NON,President,,WRITE-IN,Globe No. 7
Gila,2,1,1,0,NON,President,,WRITE-IN,Globe No. 8
Gila,13,12,1,0,NON,President,,WRITE-IN,Globe No. 11
Gila,16,12,3,1,NON,President,,WRITE-IN,East Globe
Gila,0,0,0,0,NON,President,,WRITE-IN,Miami No. 1
Gila,3,3,0,0,NON,President,,WRITE-IN,Miami No. 3
Gila,8,5,3,0,NON,President,,WRITE-IN,Claypool No. 1
Gila,9,4,5,0,NON,President,,WRITE-IN,Claypool No. 2
Gila,3,3,0,0,NON,President,,WRITE-IN,Claypool No. 3
Gila,8,6,2,0,NON,President,,WRITE-IN,Central Heights
Gila,0,0,0,0,NON,President,,WRITE-IN,Pinal Creek
Gila,1,0,1,0,NON,President,,WRITE-IN,Wheatfields
Gila,10,9,1,0,NON,President,,WRITE-IN,Payson No. 1
Gila,21,19,2,0,NON,President,,WRITE-IN,Payson No. 2
Gila,23,19,4,0,NON,President,,WRITE-IN,Payson No. 3
Gila,14,11,3,0,NON,President,,WRITE-IN,Payson No. 4
Gila,14,13,1,0,NON,President,,WRITE-IN,Payson No. 5
Gila,14,9,5,0,NON,President,,WRITE-IN,Payson No. 6
Gila,9,8,1,0,NON,President,,WRITE-IN,Payson No. 7
Gila,14,11,3,0,NON,President,,WRITE-IN,Payson No. 8
Gila,14,10,3,1,NON,President,,WRITE-IN,Star Valley
Gila,0,0,0,0,NON,President,,WRITE-IN,Copper Basin
Gila,1,1,0,0,NON,President,,WRITE-IN,Gisela
Gila,6,4,2,0,NON,President,,WRITE-IN,Pine-Strawberry East
Gila,17,14,3,0,NON,President,,WRITE-IN,Pine-Strawberry West
Gila,4,4,0,0,NON,President,,WRITE-IN,Roosevelt
Gila,1,0,1,0,NON,President,,WRITE-IN,Sierra Ancha
Gila,3,2,1,0,NON,President,,WRITE-IN,Tonto Basin
Gila,3,3,0,0,NON,President,,WRITE-IN,Whispering Pines
Gila,7,7,0,0,NON,President,,WRITE-IN,Young
Gila,7,7,0,0,NON,President,,WRITE-IN,Zane Grey
Gila,2,0,2,0,NON,President,,WRITE-IN,Canyon Day
Gila,1,0,1,0,NON,President,,WRITE-IN,Carrizo
Gila,24,6,15,3,NON,President,,WRITE-IN,San Carlos
Gila,3,2,1,0,,President,,OVER VOTES,Globe No. 1
Gila,2,2,0,0,,President,,OVER VOTES,Globe No. 2
Gila,0,0,0,0,,President,,OVER VOTES,Globe No. 3
Gila,1,0,0,1,,President,,OVER VOTES,Globe No. 4
Gila,3,2,1,0,,President,,OVER VOTES,Globe No. 6
Gila,2,0,2,0,,President,,OVER VOTES,Globe No. 7
Gila,3,3,0,0,,President,,OVER VOTES,Globe No. 8
Gila,3,1,1,1,,President,,OVER VOTES,Globe No. 11
Gila,0,0,0,0,,President,,OVER VOTES,East Globe
Gila,2,2,0,0,,President,,OVER VOTES,Miami No. 1
Gila,1,0,1,0,,President,,OVER VOTES,Miami No. 3
Gila,2,1,1,0,,President,,OVER VOTES,Claypool No. 1
Gila,1,0,1,0,,President,,OVER VOTES,Claypool No. 2
Gila,5,1,4,0,,President,,OVER VOTES,Claypool No. 3
Gila,5,0,4,1,,President,,OVER VOTES,Central Heights
Gila,2,1,1,0,,President,,OVER VOTES,Pinal Creek
Gila,0,0,0,0,,President,,OVER VOTES,Wheatfields
Gila,2,0,2,0,,President,,OVER VOTES,Payson No. 1
Gila,2,2,0,0,,President,,OVER VOTES,Payson No. 2
Gila,3,2,1,0,,President,,OVER VOTES,Payson No. 3
Gila,5,5,0,0,,President,,OVER VOTES,Payson No. 4
Gila,4,3,1,0,,President,,OVER VOTES,Payson No. 5
Gila,3,3,0,0,,President,,OVER VOTES,Payson No. 6
Gila,1,1,0,0,,President,,OVER VOTES,Payson No. 7
Gila,0,0,0,0,,President,,OVER VOTES,Payson No. 8
Gila,3,3,0,0,,President,,OVER VOTES,Star Valley
Gila,2,2,0,0,,President,,OVER VOTES,Copper Basin
Gila,0,0,0,0,,President,,OVER VOTES,Gisela
Gila,0,0,0,0,,President,,OVER VOTES,Pine-Strawberry East
Gila,4,3,0,1,,President,,OVER VOTES,Pine-Strawberry West
Gila,0,0,0,0,,President,,OVER VOTES,Roosevelt
Gila,0,0,0,0,,President,,OVER VOTES,Sierra Ancha
Gila,1,1,0,0,,President,,OVER VOTES,Tonto Basin
Gila,0,0,0,0,,President,,OVER VOTES,Whispering Pines
Gila,1,0,1,0,,President,,OVER VOTES,Young
Gila,0,0,0,0,,President,,OVER VOTES,Zane Grey
Gila,7,1,4,2,,President,,OVER VOTES,Canyon Day
Gila,0,0,0,0,,President,,OVER VOTES,Carrizo
Gila,28,4,20,4,,President,,OVER VOTES,San Carlos
Gila,8,7,1,0,,President,,UNDER VOTES,Globe No. 1
Gila,5,3,2,0,,President,,UNDER VOTES,Globe No. 2
Gila,4,3,1,0,,President,,UNDER VOTES,Globe No. 3
Gila,10,9,1,0,,President,,UNDER VOTES,Globe No. 4
Gila,5,5,0,0,,President,,UNDER VOTES,Globe No. 6
Gila,8,8,0,0,,President,,UNDER VOTES,Globe No. 7
Gila,6,4,2,0,,President,,UNDER VOTES,Globe No. 8
Gila,9,6,3,0,,President,,UNDER VOTES,Globe No. 11
Gila,18,16,2,0,,President,,UNDER VOTES,East Globe
Gila,7,7,0,0,,President,,UNDER VOTES,Miami No. 1
Gila,3,3,0,0,,President,,UNDER VOTES,Miami No. 3
Gila,14,13,1,0,,President,,UNDER VOTES,Claypool No. 1
Gila,7,7,0,0,,President,,UNDER VOTES,Claypool No. 2
Gila,9,9,0,0,,President,,UNDER VOTES,Claypool No. 3
Gila,2,2,0,0,,President,,UNDER VOTES,Central Heights
Gila,3,2,1,0,,President,,UNDER VOTES,Pinal Creek
Gila,2,1,1,0,,President,,UNDER VOTES,Wheatfields
Gila,11,8,2,1,,President,,UNDER VOTES,Payson No. 1
Gila,17,15,1,1,,President,,UNDER VOTES,Payson No. 2
Gila,33,29,4,0,,President,,UNDER VOTES,Payson No. 3
Gila,10,8,1,1,,President,,UNDER VOTES,Payson No. 4
