county,votes,election_day,early_voting,provisional,party,office,district,candidate,precinct
Santa Cruz,60,16,37,6,,Ballots Cast,,BALLOTS CAST,Nogales 10
Santa Cruz,129,29,95,5,,Ballots Cast,,BALLOTS CAST,Tubac 11
Santa Cruz,34,11,18,4,,Ballots Cast,,BALLOTS CAST,Nogales 12
Santa Cruz,28,10,15,2,,Ballots Cast,,BALLOTS CAST,Santa Cruz 13
Santa Cruz,67,21,43,2,,Ballots Cast,,BALLOTS CAST,Patagonia 14
Santa Cruz,71,21,47,2,,Ballots Cast,,BALLOTS CAST,Sonoita 15
Santa Cruz,27,9,14,3,,Ballots Cast,,BALLOTS CAST,Nogales 16
Santa Cruz,176,52,107,16,,Ballots Cast,,BALLOTS CAST,Calabasas 17
Santa Cruz,44,13,26,4,,Ballots Cast,,BALLOTS CAST,Nogales 18
Santa Cruz,141,38,88,14,,Ballots Cast,,BALLOTS CAST,Baca 19
Santa Cruz,64,22,36,6,,Ballots Cast,,BALLOTS CAST,Nogales 20
Santa Cruz,110,34,62,13,,Ballots Cast,,BALLOTS CAST,Peck Canyon 21
Santa Cruz,30,8,18,3,,Ballots Cast,,BALLOTS CAST,Potrero 22
Santa Cruz,4,0,3,0,,Ballots Cast,,BALLOTS CAST,Mountain 23
Santa Cruz,11,1,10,0,,Ballots Cast,,BALLOTS CAST,Lake Patagonia 24
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 1
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 2
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 3
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 4
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Coronado 5
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Elgin 6
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Rio Rico 7
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 8
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 9
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 10
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Tubac 11
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 12
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Santa Cruz 13
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Patagonia 14
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Sonoita 15
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 16
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Calabasas 17
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 18
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Baca 19
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Nogales 20
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Peck Canyon 21
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Potrero 22
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Mountain 23
Santa Cruz,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,Lake Patagonia 24
Santa Cruz,27,8,16,2,DEM,President,,"CLINTON, KAINE",Nogales 1
Santa Cruz,66,22,37,6,DEM,President,,"CLINTON, KAINE",Nogales 2
Santa Cruz,39,11,24,3,DEM,President,,"CLINTON, KAINE",Nogales 3
Santa Cruz,21,6,12,1,DEM,President,,"CLINTON, KAINE",Nogales 4
Santa Cruz,55,16,34,3,DEM,President,,"CLINTON, KAINE",Coronado 5
Santa Cruz,17,2,15,0,DEM,President,,"CLINTON, KAINE",Elgin 6
Santa Cruz,129,33,87,9,DEM,President,,"CLINTON, KAINE",Rio Rico 7
Santa Cruz,105,33,61,9,DEM,President,,"CLINTON, KAINE",Nogales 8
Santa Cruz,15,5,9,1,DEM,President,,"CLINTON, KAINE",Nogales 9
Santa Cruz,47,13,28,5,DEM,President,,"CLINTON, KAINE",Nogales 10
Santa Cruz,71,15,53,2,DEM,President,,"CLINTON, KAINE",Tubac 11
Santa Cruz,28,9,15,3,DEM,President,,"CLINTON, KAINE",Nogales 12
Santa Cruz,16,5,9,1,DEM,President,,"CLINTON, KAINE",Santa Cruz 13
Santa Cruz,39,11,27,1,DEM,President,,"CLINTON, KAINE",Patagonia 14
Santa Cruz,24,4,19,0,DEM,President,,"CLINTON, KAINE",Sonoita 15
Santa Cruz,21,7,10,3,DEM,President,,"CLINTON, KAINE",Nogales 16
Santa Cruz,131,39,79,11,DEM,President,,"CLINTON, KAINE",Calabasas 17
Santa Cruz,32,9,20,3,DEM,President,,"CLINTON, KAINE",Nogales 18
Santa Cruz,108,28,68,11,DEM,President,,"CLINTON, KAINE",Baca 19
Santa Cruz,52,17,29,5,DEM,President,,"CLINTON, KAINE",Nogales 20
Santa Cruz,81,27,44,9,DEM,President,,"CLINTON, KAINE",Peck Canyon 21
Santa Cruz,26,7,16,2,DEM,President,,"CLINTON, KAINE",Potrero 22
Santa Cruz,1,0,1,0,DEM,President,,"CLINTON, KAINE",Mountain 23
Santa Cruz,6,0,5,0,DEM,President,,"CLINTON, KAINE",Lake Patagonia 24
Santa Cruz,3,0,2,0,REP,President,,"TRUMP, PENCE",Nogales 1
Santa Cruz,9,2,6,0,REP,President,,"TRUMP, PENCE",Nogales 2
Santa Cruz,6,1,4,0,REP,President,,"TRUMP, PENCE",Nogales 3
Santa Cruz,3,1,2,0,REP,President,,"TRUMP, PENCE",Nogales 4
Santa Cruz,11,3,6,0,REP,President,,"TRUMP, PENCE",Coronado 5
Santa Cruz,29,8,20,0,REP,President,,"TRUMP, PENCE",Elgin 6
Santa Cruz,69,17,48,3,REP,President,,"TRUMP, PENCE",Rio Rico 7
Santa Cruz,9,3,5,0,REP,President,,"TRUMP, PENCE",Nogales 8
Santa Cruz,5,1,3,0,REP,President,,"TRUMP, PENCE",Nogales 9
Santa Cruz,8,2,5,0,REP,President,,"TRUMP, PENCE",Nogales 10
Santa Cruz,50,11,36,2,REP,President,,"TRUMP, PENCE",Tubac 11
Santa Cruz,3,1,2,0,REP,President,,"TRUMP, PENCE",Nogales 12
Santa Cruz,8,3,4,0,REP,President,,"TRUMP, PENCE",Santa Cruz 13
Santa Cruz,21,8,12,0,REP,President,,"TRUMP, PENCE",Patagonia 14
Santa Cruz,42,14,25,2,REP,President,,"TRUMP, PENCE",Sonoita 15
Santa Cruz,3,0,2,0,REP,President,,"TRUMP, PENCE",Nogales 16
Santa Cruz,31,8,20,3,REP,President,,"TRUMP, PENCE",Calabasas 17
Santa Cruz,9,3,5,0,REP,President,,"TRUMP, PENCE",Nogales 18
Santa Cruz,23,6,14,2,REP,President,,"TRUMP, PENCE",Baca 19
Santa Cruz,7,2,4,0,REP,President,,"TRUMP, PENCE",Nogales 20
Santa Cruz,21,5,13,2,REP,President,,"TRUMP, PENCE",Peck Canyon 21
Santa Cruz,2,0,1,0,REP,President,,"TRUMP, PENCE",Potrero 22
Santa Cruz,2,0,2,0,REP,President,,"TRUMP, PENCE",Mountain 23
Santa Cruz,4,1,3,0,REP,President,,"TRUMP, PENCE",Lake Patagonia 24
Santa Cruz,1,0,0,0,LBT,President,,"JOHNSON, WELD",Nogales 1
Santa Cruz,2,0,1,0,LBT,President,,"JOHNSON, WELD",Nogales 2
Santa Cruz,1,0,1,0,LBT,President,,"JOHNSON, WELD",Nogales 3
Santa Cruz,0,0,0,0,LBT,President,,"JOHNSON, WELD",Nogales 4
Santa Cruz,1,0,1,0,LBT,President,,"JOHNSON, WELD",Coronado 5
Santa Cruz,1,0,1,0,LBT,President,,"JOHNSON, WELD",Elgin 6
Santa Cruz,6,1,4,0,LBT,President,,"JOHNSON, WELD",Rio Rico 7
Santa Cruz,2,1,0,0,LBT,President,,"JOHNSON, WELD",Nogales 8
Santa Cruz,0,0,0,0,LBT,President,,"JOHNSON, WELD",Nogales 9
Santa Cruz,1,0,1,0,LBT,President,,"JOHNSON, WELD",Nogales 10
Santa Cruz,3,0,2,0,LBT,President,,"JOHNSON, WELD",Tubac 11
Santa Cruz,0,0,0,0,LBT,President,,"JOHNSON, WELD",Nogales 12
Santa Cruz,1,0,0,0,LBT,President,,"JOHNSON, WELD",Santa Cruz 13
Santa Cruz,2,0,1,0,LBT,President,,"JOHNSON, WELD",Patagonia 14
Santa Cruz,2,0,1,0,LBT,President,,"JOHNSON, WELD",Sonoita 15
Santa Cruz,0,0,0,0,LBT,President,,"JOHNSON, WELD",Nogales 16
Santa Cruz,5,0,3,0,LBT,President,,"JOHNSON, WELD",Calabasas 17
Santa Cruz,0,0,0,0,LBT,President,,"JOHNSON, WELD",Nogales 18
Santa Cruz,3,1,2,0,LBT,President,,"JOHNSON, WELD",Baca 19
Santa Cruz,1,0,1,0,LBT,President,,"JOHNSON, WELD",Nogales 20
Santa Cruz,3,1,1,0,LBT,President,,"JOHNSON, WELD",Peck Canyon 21
Santa Cruz,0,0,0,0,LBT,President,,"JOHNSON, WELD",Potrero 22
Santa Cruz,0,0,0,0,LBT,President,,"JOHNSON, WELD",Mountain 23
Santa Cruz,0,0,0,0,LBT,President,,"JOHNSON, WELD",Lake Patagonia 24
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 1
Santa Cruz,1,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 2
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 3
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 4
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Coronado 5
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Elgin 6
Santa Cruz,4,0,4,0,GRN,President,,"STEIN, BARAKA",Rio Rico 7
Santa Cruz,1,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 8
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 9
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 10
Santa Cruz,1,0,1,0,GRN,President,,"STEIN, BARAKA",Tubac 11
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 12
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Santa Cruz 13
Santa Cruz,1,0,1,0,GRN,President,,"STEIN, BARAKA",Patagonia 14
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Sonoita 15
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 16
Santa Cruz,2,0,1,0,GRN,President,,"STEIN, BARAKA",Calabasas 17
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 18
Santa Cruz,1,0,0,0,GRN,President,,"STEIN, BARAKA",Baca 19
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Nogales 20
Santa Cruz,1,0,0,0,GRN,President,,"STEIN, BARAKA",Peck Canyon 21
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Potrero 22
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Mountain 23
Santa Cruz,0,0,0,0,GRN,President,,"STEIN, BARAKA",Lake Patagonia 24
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Nogales 1
Santa Cruz,1,0,0,0,NON,President,,WRITE-IN,Nogales 2
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Nogales 3
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Nogales 4
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Coronado 5
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Elgin 6
Santa Cruz,3,1,1,0,NON,President,,WRITE-IN,Rio Rico 7
Santa Cruz,1,0,1,0,NON,President,,WRITE-IN,Nogales 8
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Nogales 9
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Nogales 10
Santa Cruz,1,0,0,0,NON,President,,WRITE-IN,Tubac 11
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Nogales 12
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Santa Cruz 13
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Patagonia 14
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Sonoita 15
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Nogales 16
Santa Cruz,2,0,1,0,NON,President,,WRITE-IN,Calabasas 17
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Nogales 18
Santa Cruz,1,0,1,0,NON,President,,WRITE-IN,Baca 19
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Nogales 20
Santa Cruz,1,0,1,0,NON,President,,WRITE-IN,Peck Canyon 21
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Potrero 22
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Mountain 23
Santa Cruz,0,0,0,0,NON,President,,WRITE-IN,Lake Patagonia 24
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 1
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 2
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 3
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 4
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Coronado 5
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Elgin 6
Santa Cruz,1,0,0,0,,President,,OVER VOTES,Rio Rico 7
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 8
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 9
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 10
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Tubac 11
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 12
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Santa Cruz 13
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Patagonia 14
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Sonoita 15
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 16
Santa Cruz,1,0,0,0,,President,,OVER VOTES,Calabasas 17
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 18
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Baca 19
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Nogales 20
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Peck Canyon 21
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Potrero 22
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Mountain 23
Santa Cruz,0,0,0,0,,President,,OVER VOTES,Lake Patagonia 24
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Nogales 1
Santa Cruz,1,0,0,0,,President,,UNDER VOTES,Nogales 2
Santa Cruz,1,0,1,0,,President,,UNDER VOTES,Nogales 3
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Nogales 4
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Coronado 5
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Elgin 6
Santa Cruz,2,0,1,0,,President,,UNDER VOTES,Rio Rico 7
Santa Cruz,2,0,1,0,,President,,UNDER VOTES,Nogales 8
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Nogales 9
Santa Cruz,1,0,0,0,,President,,UNDER VOTES,Nogales 10
Santa Cruz,1,0,1,0,,President,,UNDER VOTES,Tubac 11
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Nogales 12
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Santa Cruz 13
Santa Cruz,1,0,0,0,,President,,UNDER VOTES,Patagonia 14
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Sonoita 15
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Nogales 16
Santa Cruz,2,0,1,0,,President,,UNDER VOTES,Calabasas 17
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Nogales 18
Santa Cruz,1,0,1,0,,President,,UNDER VOTES,Baca 19
Santa Cruz,1,0,0,0,,President,,UNDER VOTES,Nogales 20
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Peck Canyon 21
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Potrero 22
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Mountain 23
Santa Cruz,0,0,0,0,,President,,UNDER VOTES,Lake Patagonia 24
Santa Cruz,22,7,13,1,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 1
Santa Cruz,55,17,32,6,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 2
Santa Cruz,32,9,20,2,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 3
Santa Cruz,17,5,10,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 4
Santa Cruz,41,11,27,2,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Coronado 5
Santa Cruz,16,2,14,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Elgin 6
Santa Cruz,109,28,75,6,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Rio Rico 7
Santa Cruz,83,27,48,7,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 8
Santa Cruz,12,4,7,1,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 9
Santa Cruz,39,10,24,4,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 10
Santa Cruz,64,12,49,2,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Tubac 11
Santa Cruz,22,7,12,2,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 12
Santa Cruz,15,6,8,1,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Santa Cruz 13
Santa Cruz,38,11,26,1,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Patagonia 14
Santa Cruz,25,4,20,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Sonoita 15
Santa Cruz,16,4,9,2,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 16
Santa Cruz,108,32,67,8,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Calabasas 17
Santa Cruz,27,7,17,3,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 18
Santa Cruz,87,22,55,9,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Baca 19
Santa Cruz,42,14,24,3,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Nogales 20
Santa Cruz,67,22,37,7,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Peck Canyon 21
Santa Cruz,19,5,12,2,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Potrero 22
Santa Cruz,1,0,1,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Mountain 23
Santa Cruz,5,0,5,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",Lake Patagonia 24
Santa Cruz,8,2,5,0,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 1
Santa Cruz,20,6,12,1,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 2
Santa Cruz,12,3,7,0,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 3
Santa Cruz,6,2,4,0,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 4
Santa Cruz,24,8,14,1,REP,U.S. Senate,,"MCCAIN, JOHN",Coronado 5
Santa Cruz,28,7,19,1,REP,U.S. Senate,,"MCCAIN, JOHN",Elgin 6
Santa Cruz,85,22,56,6,REP,U.S. Senate,,"MCCAIN, JOHN",Rio Rico 7
Santa Cruz,30,9,18,2,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 8
Santa Cruz,8,2,5,0,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 9
Santa Cruz,16,4,10,1,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 10
Santa Cruz,56,13,40,2,REP,U.S. Senate,,"MCCAIN, JOHN",Tubac 11
Santa Cruz,8,2,5,1,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 12
Santa Cruz,11,4,6,0,REP,U.S. Senate,,"MCCAIN, JOHN",Santa Cruz 13
Santa Cruz,22,7,14,0,REP,U.S. Senate,,"MCCAIN, JOHN",Patagonia 14
Santa Cruz,37,14,21,1,REP,U.S. Senate,,"MCCAIN, JOHN",Sonoita 15
Santa Cruz,7,2,3,0,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 16
Santa Cruz,55,15,32,6,REP,U.S. Senate,,"MCCAIN, JOHN",Calabasas 17
Santa Cruz,14,4,8,1,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 18
Santa Cruz,44,12,27,4,REP,U.S. Senate,,"MCCAIN, JOHN",Baca 19
Santa Cruz,16,5,9,1,REP,U.S. Senate,,"MCCAIN, JOHN",Nogales 20
Santa Cruz,33,9,19,4,REP,U.S. Senate,,"MCCAIN, JOHN",Peck Canyon 21
Santa Cruz,7,2,4,1,REP,U.S. Senate,,"MCCAIN, JOHN",Potrero 22
Santa Cruz,2,0,1,0,REP,U.S. Senate,,"MCCAIN, JOHN",Mountain 23
Santa Cruz,4,1,3,0,REP,U.S. Senate,,"MCCAIN, JOHN",Lake Patagonia 24
Santa Cruz,0,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 1
Santa Cruz,2,1,1,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 2
Santa Cruz,1,0,1,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 3
Santa Cruz,1,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 4
Santa Cruz,1,0,1,0,GRN,U.S. Senate,,"SWING, GARY",Coronado 5
Santa Cruz,2,0,2,0,GRN,U.S. Senate,,"SWING, GARY",Elgin 6
Santa Cruz,12,1,10,0,GRN,U.S. Senate,,"SWING, GARY",Rio Rico 7
Santa Cruz,2,1,1,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 8
Santa Cruz,0,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 9
Santa Cruz,1,0,1,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 10
Santa Cruz,3,0,2,0,GRN,U.S. Senate,,"SWING, GARY",Tubac 11
Santa Cruz,0,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 12
Santa Cruz,0,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Santa Cruz 13
Santa Cruz,3,1,1,0,GRN,U.S. Senate,,"SWING, GARY",Patagonia 14
Santa Cruz,3,1,2,0,GRN,U.S. Senate,,"SWING, GARY",Sonoita 15
Santa Cruz,0,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 16
Santa Cruz,5,1,3,0,GRN,U.S. Senate,,"SWING, GARY",Calabasas 17
Santa Cruz,1,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 18
Santa Cruz,4,0,2,0,GRN,U.S. Senate,,"SWING, GARY",Baca 19
Santa Cruz,1,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Nogales 20
Santa Cruz,4,1,2,0,GRN,U.S. Senate,,"SWING, GARY",Peck Canyon 21
Santa Cruz,0,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Potrero 22
Santa Cruz,0,0,0,0,GRN,U.S. Senate,,"SWING, GARY",Mountain 23
Santa Cruz,1,0,1,0,GRN,U.S. Senate,,"SWING, GARY",Lake Patagonia 24
Santa Cruz,0,0,0,0,NON,U.S. Senate,,WRITE-IN,Nogales 1
Santa Cruz,0,0,0,0,NON,U.S. Senate,,WRITE-IN,Nogales 2
Santa Cruz,0,0,0,0,NON,U.S. Senate,,WRITE-IN,Nogales 3
Santa Cruz,0,0,0,0,NON,U.S. Senate,,WRITE-IN,Nogales 4
Santa Cruz,0,0,0,0,NON,U.S. Senate,,WRITE-IN,Coronado 5
Santa Cruz,0,0,0,0,NON,U.S. Senate,,WRITE-IN,Elgin 6
Santa Cruz,0,0,0,0,NON,U.S. Senate,,WRITE-IN,Rio Rico 7
Santa Cruz,0,0,0,0,NON,U.S. Senate,,WRITE-IN,Nogales 8
