county,precinct,office,district,candidate,party_name,votes,election_day,early_voting,provisional
Greenlee,004 Clifton 2,U.S. Senate,,"MCSALLY, MARTHA",REP,148,30,115,3
Greenlee,005 Morenci,U.S. Senate,,"MCSALLY, MARTHA",REP,316,120,175,21
Greenlee,006 East Plantsite,U.S. Senate,,"MCSALLY, MARTHA",REP,84,37,38,9
Greenlee,007 York/Sheldon,U.S. Senate,,"MCSALLY, MARTHA",REP,277,56,216,5
Greenlee,008 Duncan,U.S. Senate,,"MCSALLY, MARTHA",REP,387,98,279,10
Greenlee,001 Eagle,U.S. Senate,,"SINEMA, KYRSTEN",DEM,0,0,0,0
Greenlee,002 Blue,U.S. Senate,,"SINEMA, KYRSTEN",DEM,4,2,2,0
Greenlee,003 Clifton 1,U.S. Senate,,"SINEMA, KYRSTEN",DEM,274,42,225,7
Greenlee,004 Clifton 2,U.S. Senate,,"SINEMA, KYRSTEN",DEM,185,28,157,0
Greenlee,005 Morenci,U.S. Senate,,"SINEMA, KYRSTEN",DEM,195,59,125,11
Greenlee,006 East Plantsite,U.S. Senate,,"SINEMA, KYRSTEN",DEM,57,18,34,5
Greenlee,007 York/Sheldon,U.S. Senate,,"SINEMA, KYRSTEN",DEM,164,30,133,1
Greenlee,008 Duncan,U.S. Senate,,"SINEMA, KYRSTEN",DEM,163,28,129,6
Greenlee,001 Eagle,U.S. Senate,,"GREEN, ANGELA",GRN,0,0,0,0
Greenlee,002 Blue,U.S. Senate,,"GREEN, ANGELA",GRN,0,0,0,0
Greenlee,003 Clifton 1,U.S. Senate,,"GREEN, ANGELA",GRN,20,4,16,0
Greenlee,004 Clifton 2,U.S. Senate,,"GREEN, ANGELA",GRN,11,0,11,0
Greenlee,005 Morenci,U.S. Senate,,"GREEN, ANGELA",GRN,21,4,15,2
Greenlee,006 East Plantsite,U.S. Senate,,"GREEN, ANGELA",GRN,7,2,5,0
Greenlee,007 York/Sheldon,U.S. Senate,,"GREEN, ANGELA",GRN,24,5,19,0
Greenlee,008 Duncan,U.S. Senate,,"GREEN, ANGELA",GRN,25,5,20,0
Greenlee,001 Eagle,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Greenlee,004 Clifton 2,U.S. Senate,,WRITE-IN,NON,2,1,1,0
Greenlee,005 Morenci,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Greenlee,006 East Plantsite,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Greenlee,008 Duncan,U.S. Senate,,WRITE-IN,NON,3,1,2,0
Greenlee,001 Eagle,U.S. Senate,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,U.S. Senate,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,U.S. Senate,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,U.S. Senate,,OVER VOTES,,1,0,1,0
Greenlee,005 Morenci,U.S. Senate,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,U.S. Senate,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,U.S. Senate,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,U.S. Senate,,OVER VOTES,,1,0,1,0
Greenlee,001 Eagle,U.S. Senate,,UNDER VOTES,,0,0,0,0
Greenlee,002 Blue,U.S. Senate,,UNDER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,U.S. Senate,,UNDER VOTES,,8,0,8,0
Greenlee,004 Clifton 2,U.S. Senate,,UNDER VOTES,,4,1,3,0
Greenlee,005 Morenci,U.S. Senate,,UNDER VOTES,,2,1,1,0
Greenlee,006 East Plantsite,U.S. Senate,,UNDER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,U.S. Senate,,UNDER VOTES,,3,0,3,0
Greenlee,008 Duncan,U.S. Senate,,UNDER VOTES,,9,0,8,1
Greenlee,001 Eagle,U.S. House,1,"ROGERS, WENDY",REP,13,0,13,0
Greenlee,002 Blue,U.S. House,1,"ROGERS, WENDY",REP,28,6,22,0
Greenlee,003 Clifton 1,U.S. House,1,"ROGERS, WENDY",REP,149,30,113,6
Greenlee,004 Clifton 2,U.S. House,1,"ROGERS, WENDY",REP,151,33,116,2
Greenlee,005 Morenci,U.S. House,1,"ROGERS, WENDY",REP,316,116,176,24
Greenlee,006 East Plantsite,U.S. House,1,"ROGERS, WENDY",REP,82,35,39,8
Greenlee,007 York/Sheldon,U.S. House,1,"ROGERS, WENDY",REP,265,57,204,4
Greenlee,008 Duncan,U.S. House,1,"ROGERS, WENDY",REP,375,89,276,10
Greenlee,001 Eagle,U.S. House,1,"O'HALLERAN, TOM",DEM,0,0,0,0
Greenlee,002 Blue,U.S. House,1,"O'HALLERAN, TOM",DEM,5,3,2,0
Greenlee,003 Clifton 1,U.S. House,1,"O'HALLERAN, TOM",DEM,295,46,242,7
Greenlee,004 Clifton 2,U.S. House,1,"O'HALLERAN, TOM",DEM,192,25,166,1
Greenlee,005 Morenci,U.S. House,1,"O'HALLERAN, TOM",DEM,210,67,133,10
Greenlee,006 East Plantsite,U.S. House,1,"O'HALLERAN, TOM",DEM,66,22,38,6
Greenlee,007 York/Sheldon,U.S. House,1,"O'HALLERAN, TOM",DEM,196,34,160,2
Greenlee,008 Duncan,U.S. House,1,"O'HALLERAN, TOM",DEM,196,39,150,7
Greenlee,001 Eagle,U.S. House,1,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,U.S. House,1,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,U.S. House,1,WRITE-IN,NON,0,0,0,0
Greenlee,004 Clifton 2,U.S. House,1,WRITE-IN,NON,0,0,0,0
Greenlee,005 Morenci,U.S. House,1,WRITE-IN,NON,1,0,1,0
Greenlee,006 East Plantsite,U.S. House,1,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,U.S. House,1,WRITE-IN,NON,1,0,1,0
Greenlee,008 Duncan,U.S. House,1,WRITE-IN,NON,2,1,1,0
Greenlee,001 Eagle,U.S. House,1,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,U.S. House,1,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,U.S. House,1,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,U.S. House,1,OVER VOTES,,3,0,3,0
Greenlee,005 Morenci,U.S. House,1,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,U.S. House,1,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,U.S. House,1,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,U.S. House,1,OVER VOTES,,1,0,1,0
Greenlee,001 Eagle,U.S. House,1,UNDER VOTES,,1,0,1,0
Greenlee,002 Blue,U.S. House,1,UNDER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,U.S. House,1,UNDER VOTES,,19,0,19,0
Greenlee,004 Clifton 2,U.S. House,1,UNDER VOTES,,5,2,3,0
Greenlee,005 Morenci,U.S. House,1,UNDER VOTES,,7,1,6,0
Greenlee,006 East Plantsite,U.S. House,1,UNDER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,U.S. House,1,UNDER VOTES,,6,0,6,0
Greenlee,008 Duncan,U.S. House,1,UNDER VOTES,,14,3,11,0
Greenlee,001 Eagle,Governor,,"DUCEY, DOUG",REP,14,0,14,0
Greenlee,002 Blue,Governor,,"DUCEY, DOUG",REP,32,9,23,0
Greenlee,003 Clifton 1,Governor,,"DUCEY, DOUG",REP,188,30,152,6
Greenlee,004 Clifton 2,Governor,,"DUCEY, DOUG",REP,193,37,153,3
Greenlee,005 Morenci,Governor,,"DUCEY, DOUG",REP,352,132,196,24
Greenlee,006 East Plantsite,Governor,,"DUCEY, DOUG",REP,92,40,43,9
Greenlee,007 York/Sheldon,Governor,,"DUCEY, DOUG",REP,329,67,257,5
Greenlee,008 Duncan,Governor,,"DUCEY, DOUG",REP,437,106,317,14
Greenlee,001 Eagle,Governor,,"GARCIA, DAVID",DEM,0,0,0,0
Greenlee,002 Blue,Governor,,"GARCIA, DAVID",DEM,1,0,1,0
Greenlee,003 Clifton 1,Governor,,"GARCIA, DAVID",DEM,240,39,194,7
Greenlee,004 Clifton 2,Governor,,"GARCIA, DAVID",DEM,143,23,120,0
Greenlee,005 Morenci,Governor,,"GARCIA, DAVID",DEM,160,48,103,9
Greenlee,006 East Plantsite,Governor,,"GARCIA, DAVID",DEM,52,14,33,5
Greenlee,007 York/Sheldon,Governor,,"GARCIA, DAVID",DEM,116,22,93,1
Greenlee,008 Duncan,Governor,,"GARCIA, DAVID",DEM,120,19,99,2
Greenlee,001 Eagle,Governor,,"TORRES, ANGEL",GRN,0,0,0,0
Greenlee,002 Blue,Governor,,"TORRES, ANGEL",GRN,0,0,0,0
Greenlee,003 Clifton 1,Governor,,"TORRES, ANGEL",GRN,19,6,13,0
Greenlee,004 Clifton 2,Governor,,"TORRES, ANGEL",GRN,12,0,12,0
Greenlee,005 Morenci,Governor,,"TORRES, ANGEL",GRN,12,2,9,1
Greenlee,006 East Plantsite,Governor,,"TORRES, ANGEL",GRN,4,3,1,0
Greenlee,007 York/Sheldon,Governor,,"TORRES, ANGEL",GRN,16,1,15,0
Greenlee,008 Duncan,Governor,,"TORRES, ANGEL",GRN,17,5,12,0
Greenlee,001 Eagle,Governor,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,Governor,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,Governor,,WRITE-IN,NON,3,0,3,0
Greenlee,004 Clifton 2,Governor,,WRITE-IN,NON,0,0,0,0
Greenlee,005 Morenci,Governor,,WRITE-IN,NON,3,0,3,0
Greenlee,006 East Plantsite,Governor,,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,Governor,,WRITE-IN,NON,1,1,0,0
Greenlee,008 Duncan,Governor,,WRITE-IN,NON,4,1,3,0
Greenlee,001 Eagle,Governor,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,Governor,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Governor,,OVER VOTES,,1,0,1,0
Greenlee,004 Clifton 2,Governor,,OVER VOTES,,1,0,1,0
Greenlee,005 Morenci,Governor,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,Governor,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Governor,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,Governor,,OVER VOTES,,0,0,0,0
Greenlee,001 Eagle,Governor,,UNDER VOTES,,0,0,0,0
Greenlee,002 Blue,Governor,,UNDER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Governor,,UNDER VOTES,,12,1,11,0
Greenlee,004 Clifton 2,Governor,,UNDER VOTES,,2,0,2,0
Greenlee,005 Morenci,Governor,,UNDER VOTES,,6,1,5,0
Greenlee,006 East Plantsite,Governor,,UNDER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Governor,,UNDER VOTES,,6,0,6,0
Greenlee,008 Duncan,Governor,,UNDER VOTES,,10,1,8,1
Greenlee,001 Eagle,State Senate,14,"GOWAN, DAVID",REP,14,0,14,0
Greenlee,002 Blue,State Senate,14,"GOWAN, DAVID",REP,27,6,21,0
Greenlee,003 Clifton 1,State Senate,14,"GOWAN, DAVID",REP,142,27,110,5
Greenlee,004 Clifton 2,State Senate,14,"GOWAN, DAVID",REP,146,31,113,2
Greenlee,005 Morenci,State Senate,14,"GOWAN, DAVID",REP,311,115,174,22
Greenlee,006 East Plantsite,State Senate,14,"GOWAN, DAVID",REP,87,37,42,8
Greenlee,007 York/Sheldon,State Senate,14,"GOWAN, DAVID",REP,275,55,217,3
Greenlee,008 Duncan,State Senate,14,"GOWAN, DAVID",REP,368,89,269,10
Greenlee,001 Eagle,State Senate,14,"ALVAREZ, JAIME",DEM,0,0,0,0
Greenlee,002 Blue,State Senate,14,"ALVAREZ, JAIME",DEM,3,1,2,0
Greenlee,003 Clifton 1,State Senate,14,"ALVAREZ, JAIME",DEM,305,48,249,8
Greenlee,004 Clifton 2,State Senate,14,"ALVAREZ, JAIME",DEM,203,29,173,1
Greenlee,005 Morenci,State Senate,14,"ALVAREZ, JAIME",DEM,212,67,133,12
Greenlee,006 East Plantsite,State Senate,14,"ALVAREZ, JAIME",DEM,60,20,34,6
Greenlee,007 York/Sheldon,State Senate,14,"ALVAREZ, JAIME",DEM,181,35,143,3
Greenlee,008 Duncan,State Senate,14,"ALVAREZ, JAIME",DEM,197,39,151,7
Greenlee,001 Eagle,State Senate,14,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,State Senate,14,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,State Senate,14,WRITE-IN,NON,0,0,0,0
Greenlee,004 Clifton 2,State Senate,14,WRITE-IN,NON,0,0,0,0
Greenlee,005 Morenci,State Senate,14,WRITE-IN,NON,2,0,2,0
Greenlee,006 East Plantsite,State Senate,14,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,State Senate,14,WRITE-IN,NON,0,0,0,0
Greenlee,008 Duncan,State Senate,14,WRITE-IN,NON,1,1,0,0
Greenlee,001 Eagle,State Senate,14,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,State Senate,14,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,State Senate,14,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,State Senate,14,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,State Senate,14,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,State Senate,14,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,State Senate,14,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,State Senate,14,OVER VOTES,,0,0,0,0
Greenlee,001 Eagle,State Senate,14,UNDER VOTES,,0,0,0,0
Greenlee,002 Blue,State Senate,14,UNDER VOTES,,3,2,1,0
Greenlee,003 Clifton 1,State Senate,14,UNDER VOTES,,16,1,15,0
Greenlee,004 Clifton 2,State Senate,14,UNDER VOTES,,2,0,2,0
Greenlee,005 Morenci,State Senate,14,UNDER VOTES,,8,1,7,0
Greenlee,006 East Plantsite,State Senate,14,UNDER VOTES,,1,0,1,0
Greenlee,007 York/Sheldon,State Senate,14,UNDER VOTES,,12,1,11,0
Greenlee,008 Duncan,State Senate,14,UNDER VOTES,,22,3,19,0
Greenlee,001 Eagle,State Representative,14,"GRIFFIN, GAIL",REP,14,0,14,0
Greenlee,002 Blue,State Representative,14,"GRIFFIN, GAIL",REP,29,8,21,0
Greenlee,003 Clifton 1,State Representative,14,"GRIFFIN, GAIL",REP,155,30,118,7
Greenlee,004 Clifton 2,State Representative,14,"GRIFFIN, GAIL",REP,154,33,118,3
Greenlee,005 Morenci,State Representative,14,"GRIFFIN, GAIL",REP,298,120,156,22
Greenlee,006 East Plantsite,State Representative,14,"GRIFFIN, GAIL",REP,82,37,36,9
Greenlee,007 York/Sheldon,State Representative,14,"GRIFFIN, GAIL",REP,273,61,206,6
Greenlee,008 Duncan,State Representative,14,"GRIFFIN, GAIL",REP,389,101,277,11
Greenlee,001 Eagle,State Representative,14,"NUTT, BECKY",REP,13,0,13,0
Greenlee,002 Blue,State Representative,14,"NUTT, BECKY",REP,30,8,22,0
Greenlee,003 Clifton 1,State Representative,14,"NUTT, BECKY",REP,154,31,116,7
Greenlee,004 Clifton 2,State Representative,14,"NUTT, BECKY",REP,167,35,129,3
Greenlee,005 Morenci,State Representative,14,"NUTT, BECKY",REP,295,116,156,23
Greenlee,006 East Plantsite,State Representative,14,"NUTT, BECKY",REP,82,40,34,8
Greenlee,007 York/Sheldon,State Representative,14,"NUTT, BECKY",REP,302,66,231,5
Greenlee,008 Duncan,State Representative,14,"NUTT, BECKY",REP,405,100,295,10
Greenlee,001 Eagle,State Representative,14,"KARP, BOB",DEM,0,0,0,0
Greenlee,002 Blue,State Representative,14,"KARP, BOB",DEM,1,0,1,0
Greenlee,003 Clifton 1,State Representative,14,"KARP, BOB",DEM,246,40,200,6
Greenlee,004 Clifton 2,State Representative,14,"KARP, BOB",DEM,143,21,122,0
Greenlee,005 Morenci,State Representative,14,"KARP, BOB",DEM,163,53,103,7
Greenlee,006 East Plantsite,State Representative,14,"KARP, BOB",DEM,47,16,26,5
Greenlee,007 York/Sheldon,State Representative,14,"KARP, BOB",DEM,128,21,106,1
Greenlee,008 Duncan,State Representative,14,"KARP, BOB",DEM,121,27,89,5
Greenlee,001 Eagle,State Representative,14,"RENNE-LEON, SHELLEY",DEM,0,0,0,0
Greenlee,002 Blue,State Representative,14,"RENNE-LEON, SHELLEY",DEM,2,1,1,0
Greenlee,003 Clifton 1,State Representative,14,"RENNE-LEON, SHELLEY",DEM,245,38,201,6
Greenlee,004 Clifton 2,State Representative,14,"RENNE-LEON, SHELLEY",DEM,158,24,134,0
Greenlee,005 Morenci,State Representative,14,"RENNE-LEON, SHELLEY",DEM,166,55,101,10
Greenlee,006 East Plantsite,State Representative,14,"RENNE-LEON, SHELLEY",DEM,53,15,32,6
Greenlee,007 York/Sheldon,State Representative,14,"RENNE-LEON, SHELLEY",DEM,127,21,106,0
Greenlee,008 Duncan,State Representative,14,"RENNE-LEON, SHELLEY",DEM,127,22,99,6
Greenlee,001 Eagle,State Representative,14,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,State Representative,14,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,State Representative,14,WRITE-IN,NON,0,0,0,0
Greenlee,004 Clifton 2,State Representative,14,WRITE-IN,NON,0,0,0,0
Greenlee,005 Morenci,State Representative,14,WRITE-IN,NON,0,0,0,0
Greenlee,006 East Plantsite,State Representative,14,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,State Representative,14,WRITE-IN,NON,1,0,1,0
Greenlee,008 Duncan,State Representative,14,WRITE-IN,NON,0,0,0,0
Greenlee,001 Eagle,State Representative,14,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,State Representative,14,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,State Representative,14,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,State Representative,14,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,State Representative,14,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,State Representative,14,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,State Representative,14,OVER VOTES,,2,0,2,0
Greenlee,008 Duncan,State Representative,14,OVER VOTES,,2,0,2,0
Greenlee,001 Eagle,State Representative,14,UNDER VOTES,,1,0,1,0
Greenlee,002 Blue,State Representative,14,UNDER VOTES,,4,1,3,0
Greenlee,003 Clifton 1,State Representative,14,UNDER VOTES,,126,13,113,0
Greenlee,004 Clifton 2,State Representative,14,UNDER VOTES,,80,7,73,0
Greenlee,005 Morenci,State Representative,14,UNDER VOTES,,144,22,116,6
Greenlee,006 East Plantsite,State Representative,14,UNDER VOTES,,32,6,26,0
Greenlee,007 York/Sheldon,State Representative,14,UNDER VOTES,,103,13,90,0
Greenlee,008 Duncan,State Representative,14,UNDER VOTES,,132,14,116,2
Greenlee,001 Eagle,Secretary of State,,"GAYNOR, STEVE",REP,13,0,13,0
Greenlee,002 Blue,Secretary of State,,"GAYNOR, STEVE",REP,29,7,22,0
Greenlee,003 Clifton 1,Secretary of State,,"GAYNOR, STEVE",REP,159,29,125,5
Greenlee,004 Clifton 2,Secretary of State,,"GAYNOR, STEVE",REP,162,34,125,3
Greenlee,005 Morenci,Secretary of State,,"GAYNOR, STEVE",REP,318,118,179,21
Greenlee,006 East Plantsite,Secretary of State,,"GAYNOR, STEVE",REP,87,40,39,8
Greenlee,007 York/Sheldon,Secretary of State,,"GAYNOR, STEVE",REP,283,56,222,5
Greenlee,008 Duncan,Secretary of State,,"GAYNOR, STEVE",REP,386,90,285,11
Greenlee,001 Eagle,Secretary of State,,"HOBBS, KATIE",DEM,1,0,1,0
Greenlee,002 Blue,Secretary of State,,"HOBBS, KATIE",DEM,4,2,2,0
Greenlee,003 Clifton 1,Secretary of State,,"HOBBS, KATIE",DEM,288,45,235,8
Greenlee,004 Clifton 2,Secretary of State,,"HOBBS, KATIE",DEM,176,26,150,0
Greenlee,005 Morenci,Secretary of State,,"HOBBS, KATIE",DEM,206,64,129,13
Greenlee,006 East Plantsite,Secretary of State,,"HOBBS, KATIE",DEM,60,17,37,6
Greenlee,007 York/Sheldon,Secretary of State,,"HOBBS, KATIE",DEM,171,35,135,1
Greenlee,008 Duncan,Secretary of State,,"HOBBS, KATIE",DEM,178,37,135,6
Greenlee,001 Eagle,Secretary of State,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,Secretary of State,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,Secretary of State,,WRITE-IN,NON,0,0,0,0
Greenlee,004 Clifton 2,Secretary of State,,WRITE-IN,NON,0,0,0,0
Greenlee,005 Morenci,Secretary of State,,WRITE-IN,NON,1,0,1,0
Greenlee,006 East Plantsite,Secretary of State,,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,Secretary of State,,WRITE-IN,NON,0,0,0,0
Greenlee,008 Duncan,Secretary of State,,WRITE-IN,NON,0,0,0,0
Greenlee,001 Eagle,Secretary of State,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,Secretary of State,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Secretary of State,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,Secretary of State,,OVER VOTES,,1,0,1,0
Greenlee,005 Morenci,Secretary of State,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,Secretary of State,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Secretary of State,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,Secretary of State,,OVER VOTES,,0,0,0,0
Greenlee,001 Eagle,Secretary of State,,UNDER VOTES,,0,0,0,0
Greenlee,002 Blue,Secretary of State,,UNDER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Secretary of State,,UNDER VOTES,,16,2,14,0
Greenlee,004 Clifton 2,Secretary of State,,UNDER VOTES,,12,0,12,0
Greenlee,005 Morenci,Secretary of State,,UNDER VOTES,,8,1,7,0
Greenlee,006 East Plantsite,Secretary of State,,UNDER VOTES,,1,0,1,0
Greenlee,007 York/Sheldon,Secretary of State,,UNDER VOTES,,14,0,14,0
Greenlee,008 Duncan,Secretary of State,,UNDER VOTES,,24,5,19,0
Greenlee,001 Eagle,Attorney General,,"BRNOVICH, MARK",REP,14,0,14,0
Greenlee,002 Blue,Attorney General,,"BRNOVICH, MARK",REP,32,9,23,0
Greenlee,003 Clifton 1,Attorney General,,"BRNOVICH, MARK",REP,167,29,132,6
Greenlee,004 Clifton 2,Attorney General,,"BRNOVICH, MARK",REP,165,34,128,3
Greenlee,005 Morenci,Attorney General,,"BRNOVICH, MARK",REP,322,122,177,23
Greenlee,006 East Plantsite,Attorney General,,"BRNOVICH, MARK",REP,90,40,41,9
Greenlee,007 York/Sheldon,Attorney General,,"BRNOVICH, MARK",REP,303,62,236,5
Greenlee,008 Duncan,Attorney General,,"BRNOVICH, MARK",REP,400,99,290,11
Greenlee,001 Eagle,Attorney General,,"CONTRERAS, JANUARY",DEM,0,0,0,0
Greenlee,002 Blue,Attorney General,,"CONTRERAS, JANUARY",DEM,1,0,1,0
Greenlee,003 Clifton 1,Attorney General,,"CONTRERAS, JANUARY",DEM,271,46,218,7
Greenlee,004 Clifton 2,Attorney General,,"CONTRERAS, JANUARY",DEM,171,26,145,0
Greenlee,005 Morenci,Attorney General,,"CONTRERAS, JANUARY",DEM,199,60,129,10
Greenlee,006 East Plantsite,Attorney General,,"CONTRERAS, JANUARY",DEM,58,17,36,5
Greenlee,007 York/Sheldon,Attorney General,,"CONTRERAS, JANUARY",DEM,139,27,111,1
Greenlee,008 Duncan,Attorney General,,"CONTRERAS, JANUARY",DEM,160,30,125,5
Greenlee,001 Eagle,Attorney General,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,Attorney General,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,Attorney General,,WRITE-IN,NON,3,0,3,0
Greenlee,004 Clifton 2,Attorney General,,WRITE-IN,NON,1,0,1,0
Greenlee,005 Morenci,Attorney General,,WRITE-IN,NON,0,0,0,0
Greenlee,006 East Plantsite,Attorney General,,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,Attorney General,,WRITE-IN,NON,1,0,1,0
Greenlee,008 Duncan,Attorney General,,WRITE-IN,NON,1,0,1,0
Greenlee,001 Eagle,Attorney General,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,Attorney General,,OVER VOTES,,0,0,0,0
